"gene"	"Old.Inflammatory-Mac.D2_1"	"Old.Resolving-Mac.D2_3"	"Old.Inflammatory-Mac.D2_2"	"Old.Resolving-Mac.D2_2"	"Old.Inflammatory-Mac.D2_3"	"Old.Resolving-Mac.D2_1"	"Old.FAPs.D2_1"	"Old.FAPs.D2_2"	"Old.FAPs.D2_3"	"Old.MuSCs.D2_1"	"Old.MuSCs.D2_2"	"Old.ECs.D2_2"	"Old.Neutrophils.D2_2"	"Old.Neutrophils.D2_1"	"Old.Neutrophils.D2_3"	"Old.ECs.D2_1"
"ENSMUSG00000026049"	8.578791	8.786221	3.665754	6.858867	7.630526	6.369346	3.633883	9.671805	14.139349	12.425119	9.658122	4.826556	7.294246	2.445528	2.341665	3.162747
"ENSMUSG00000026058"	0.139813	0	0	0	0	0	0	0.175133	0	0	0	0	0	0	0	0
"ENSMUSG00000026062"	0	0	0	0	0	0.048044	0	0	0	0.817121	0.411538	0	0	0	0	0
"ENSMUSG00000026069"	0	0.315457	0.372464	1.159384	0.252696	0.454142	9.834432	30.502201	30.139364	0	0.116035	0	0.055916	0	0	0
"ENSMUSG00000026072"	0.707945	0.40901	0.118306	0.20098	0.289723	0.548657	48.296528	108.000679	99.554512	24.14732	7.007719	28.852697	12.906889	9.536043	8.14864	11.154989
"ENSMUSG00000026074"	30.720554	37.281998	32.59449	27.032038	34.007015	32.839523	28.894587	53.807137	66.551605	65.291191	116.43708	75.843712	61.195728	37.175293	34.015816	69.055435
"ENSMUSG00000026078"	10.305109	7.235284	3.294616	3.444573	4.877287	5.471699	3.211372	5.416868	5.994	4.765695	6.938215	3.237115	6.775411	2.792597	2.915809	4.035491
"ENSMUSG00000026080"	0	0	0.186357	0	0.050634	0	0.600843	1.768053	1.768059	0.116634	0.164904	0	0	0	0	0
"ENSMUSG00000026082"	10.35116	7.605075	7.495818	8.482738	7.893318	8.783059	4.638211	7.840184	10.216307	9.114873	12.696773	8.68323	10.342489	6.50437	4.540994	9.022669
"ENSMUSG00000026083"	20.278328	22.8463	24.083931	20.287762	19.047192	17.786175	8.826247	18.604206	24.160139	18.336372	15.257023	16.747335	16.549587	10.514082	7.686426	13.982211
"ENSMUSG00000026085"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026087"	21.908232	24.827175	18.716568	21.80805	17.919367	19.235996	9.010448	27.789501	25.699305	23.135818	16.109896	17.235182	11.454914	6.627537	7.158421	11.220651
"ENSMUSG00000026088"	6.498654	8.43864	7.848776	8.920431	7.239463	11.055457	4.040559	10.408228	10.252778	3.607097	3.742278	14.85236	12.128262	12.30574	10.504389	15.651829
"ENSMUSG00000026090"	0	0	0.001183	0	0	0	0	0	0.000561	0	0	0.374574	0.266264	0.103298	0.273362	0.408332
"ENSMUSG00000026094"	27.110126	41.283497	57.254978	75.657196	87.173615	86.154152	4.369124	12.265039	6.938769	12.197717	20.183397	7.474079	5.59452	6.4661	5.405324	6.376963
"ENSMUSG00000026095"	17.101753	17.067684	18.922058	14.134512	12.463341	13.614233	8.588499	18.148514	21.891815	13.826433	7.915863	7.699893	8.472139	4.360188	4.879017	8.25478
"ENSMUSG00000026096"	2.110908	2.177102	3.872259	2.323835	1.116665	2.024026	2.027994	6.719207	3.551286	3.892758	4.691306	2.325564	3.937383	1.546973	1.203543	2.947246
"ENSMUSG00000026097"	5.992019	8.332632	7.638691	6.652539	6.204252	5.281159	1.466839	3.489761	3.100826	2.971886	2.71575	1.380541	1.335769	1.214556	0.957293	1.461068
"ENSMUSG00000026100"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026107"	37.879383	44.670113	58.772289	89.99424	54.640465	94.673592	6.510751	13.48073	13.598887	15.82625	10.543554	37.621136	42.164326	31.460546	20.740915	16.007996
"ENSMUSG00000026109"	0	0	0	0.015216	0.032508	0.001432	4.402242	9.000941	8.84617	1.248016	8.998866	0.628936	0.84634	0.288955	0.199139	0.56072
"ENSMUSG00000026110"	11.768463	21.918375	21.44809	25.119576	10.970981	22.517502	1.453123	2.629852	2.917987	10.501511	4.669836	38.078865	37.495064	26.705734	22.644251	34.169785
"ENSMUSG00000026111"	13.419472	15.983446	17.091909	15.236315	9.424986	16.018286	8.045976	15.786321	14.454232	9.290256	8.368838	16.861111	13.949408	11.199855	7.018995	19.835508
"ENSMUSG00000026113"	17.30275	26.838829	27.591938	25.727119	15.146259	20.486717	3.004035	6.069968	4.861904	7.727859	15.316273	9.418046	8.969663	7.355063	5.180091	12.955403
"ENSMUSG00000026116"	23.376495	33.363689	37.095932	31.385157	32.284153	37.321339	7.855358	16.317875	16.710245	24.419392	30.805098	28.105843	23.582813	16.276009	11.846661	22.702572
"ENSMUSG00000026117"	0	0	0	0.262828	0	0.376709	0	0	0	0	0	0	1.22597	0.298191	0.109363	0.731309
"ENSMUSG00000026121"	0.451988	1.227682	0.976679	1.005516	0.260475	0.920678	1.955379	4.228827	4.358119	10.37432	6.082074	15.799125	15.705926	8.755036	7.414959	15.605294
"ENSMUSG00000026123"	26.409107	33.926132	29.491299	29.770592	23.728928	22.771244	1.130973	3.208435	2.456851	5.163205	3.243007	4.651299	4.871818	2.812961	3.311391	3.256903
"ENSMUSG00000026125"	0.249609	0.420526	0.747806	0.447974	0.069172	0.480263	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026126"	17.5016	30.487986	25.794262	29.551146	17.855337	25.13393	0	0.577936	0.736652	0.064886	0	4.436682	1.649704	0.918038	1.544709	3.359249
"ENSMUSG00000026127"	9.517776	8.540585	6.684131	6.965774	6.023357	4.588951	2.369059	4.43872	4.942223	6.24852	3.877493	4.47273	5.553054	2.467286	2.70682	4.254972
"ENSMUSG00000026134"	6.424932	6.431936	3.093989	6.831049	3.652399	4.802619	7.174979	13.923346	13.984813	10.219659	5.993868	1.073035	5.078487	2.86239	3.019262	2.853827
"ENSMUSG00000026141"	0	0	0	0	0	0	0	0.000906	0	3.007811	10.666956	0.089209	0	0	0.053778	0
"ENSMUSG00000026142"	4.514086	5.221924	5.101592	5.579447	3.104622	5.867282	1.867455	4.001609	4.196267	5.697248	5.249882	4.242561	6.446303	3.238739	2.818019	3.990585
"ENSMUSG00000026147"	0	0	0	0	0	0	0	0	0	0	0.208651	0	0	0	0.006222	0
"ENSMUSG00000026149"	0.907625	0.868261	0.787341	1.499623	0.69741	1.201584	0	0	0	0.68933	0	2.329693	0.687683	0.46476	0	1.073577
"ENSMUSG00000026150"	37.535995	37.268417	37.083378	44.880299	36.041348	26.354631	15.928045	42.732121	32.482574	25.651281	42.888519	41.770046	26.074345	21.440542	19.320713	27.746712
"ENSMUSG00000026153"	0.537371	0.50255	0.787353	1.093078	0.386311	0.783905	3.087803	7.424309	6.934225	8.464075	14.241819	11.332167	6.297666	4.17669	4.347495	6.676694
"ENSMUSG00000026154"	6.01757	3.988214	4.712878	10.594666	4.018452	3.796896	1.82883	6.657223	7.055972	5.500712	5.248812	4.523425	3.067983	3.398572	1.504514	3.187598
"ENSMUSG00000026155"	22.992867	21.049519	21.710316	18.665924	16.999165	14.216378	12.588717	26.91687	20.521782	18.593401	20.851038	18.066803	16.242184	8.946097	8.69987	16.511984
"ENSMUSG00000026156"	1.415837	0.830932	0.436814	0	0.880729	0.514786	0.306763	0	1.2293	0	0.931111	1.087751	0	0.501509	0	0
"ENSMUSG00000026158"	9.135772	11.069646	11.608027	13.136695	14.637615	12.687306	2.706784	6.117158	5.398114	1.923496	2.257263	4.183745	2.762938	2.909796	2.517097	3.341093
"ENSMUSG00000026159"	31.908552	18.761925	15.306826	14.713871	35.230602	15.073311	12.19219	21.666197	29.620798	13.437982	16.275509	16.803282	12.059643	8.896523	8.937437	15.990146
"ENSMUSG00000026162"	0.970222	0.930005	1.972098	2.006313	1.306862	1.381837	0.70169	1.730956	1.41925	0.976735	1.105343	0	0.72124	1.01182	0.93057	1.661618
"ENSMUSG00000026163"	0	0	0	0	0	0	1.319711	3.315675	2.856122	0	0.816123	0	0	0	0	0
"ENSMUSG00000026166"	0	0	0	0	0	0	0.537024	0.492151	2.028464	0	0	0	0	0.236585	0	0
"ENSMUSG00000026175"	0	0.496235	0.758601	0.427883	0	1.300455	0.201654	0.56105	0.578069	0.497954	0.466567	0.726928	1.142855	0.304388	0.330246	0.529902
"ENSMUSG00000026179"	5.995551	5.356122	5.370202	5.621106	6.451707	6.090159	2.324972	5.72623	3.599427	8.834761	12.337615	15.030797	18.112629	17.76503	10.203314	25.526905
"ENSMUSG00000026185"	0.145473	0	0	0.245396	0	0	8.909884	25.307467	23.334244	212.646072	284.588074	18.747185	39.324665	8.065346	6.833608	8.56694
"ENSMUSG00000026187"	0.365452	0.79911	0	0.27426	0.134332	0.513638	3.508304	6.857178	6.988195	10.33501	18.655495	0.625778	0.768375	0.654465	0.600097	0.198855
"ENSMUSG00000026188"	0	0	0	0	0	0	0	0	0.481652	0	0	0	0	0	0	0
"ENSMUSG00000026189"	0.73261	0.993596	0.534752	0.350301	0.549783	0.977317	1.217594	1.527827	3.850753	1.994807	4.44132	0	0.824026	0	0	0
"ENSMUSG00000026192"	14.093547	9.75156	6.770546	7.283147	11.19169	5.246021	14.534924	30.96837	37.412224	25.068974	11.036065	4.164581	9.465592	3.578133	3.073249	4.669286
"ENSMUSG00000026193"	297.336487	16.13846	15.582484	86.285599	418.567139	43.787823	210.076233	488.33609	352.763397	12.526666	37.638012	50.656696	29.360739	19.409931	19.725561	30.813215
"ENSMUSG00000026196"	1.258374	1.872096	1.101914	1.192783	0.470693	0.517866	1.175021	2.878914	2.499409	4.147874	2.845264	0.579635	0.466403	1.237893	0.52811	1.321571
"ENSMUSG00000026197"	5.842506	4.63406	6.688446	7.689147	5.034267	7.225965	2.023782	4.126594	4.131385	3.562495	3.037558	4.315822	5.524556	2.773009	1.984435	4.011295
"ENSMUSG00000026199"	3.267171	5.952316	5.353445	4.06503	3.621558	4.969753	2.211812	7.669153	6.059291	3.734637	1.920335	3.320996	4.475294	2.130288	1.763548	2.299554
"ENSMUSG00000026200"	4.319624	5.698355	5.158808	7.014072	4.1039	7.250214	4.881718	10.144127	9.51371	4.439781	4.081315	7.368687	5.568136	2.376546	3.184854	5.269947
"ENSMUSG00000026202"	16.079033	8.463013	7.54986	11.465363	15.374394	11.656796	5.329119	12.337135	13.455292	19.919254	3.99827	2.626536	5.153247	2.529219	2.640795	1.625725
"ENSMUSG00000026204"	0	0.148489	0.124287	0	0.086444	0	1.021579	3.103241	2.825418	3.902705	0.602653	0.375516	0.24012	0	0.589374	0
"ENSMUSG00000026207"	0.073943	2.087138	1.366705	0.08367	0	0.745653	0.88556	1.321974	1.369429	7.363442	20.206562	0.271725	1.424276	0.245473	0.55021	0.409609
"ENSMUSG00000026208"	0	0.258798	1.127807	0.852251	0	0.972595	4.103998	5.516167	7.330949	80.185837	97.247971	2.787552	8.472453	1.64834	2.068387	0.965963
"ENSMUSG00000026209"	5.057028	9.319621	8.079958	6.275673	7.326617	7.087587	9.454776	19.028273	15.883306	6.792292	5.834677	10.735768	11.125599	5.239238	4.824252	7.501377
"ENSMUSG00000026211"	0	0	0	0	0	0.074807	5.030293	10.641345	11.039924	3.963915	6.476655	0.358404	0.502345	0.148053	0.212335	0.131796
"ENSMUSG00000026219"	72.070938	74.063255	61.099243	55.097633	52.259659	53.523067	21.422672	49.232735	48.437649	41.765656	57.448284	49.822998	42.123299	32.063675	25.040644	48.74741
"ENSMUSG00000026220"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026222"	62.178608	158.894867	144.564468	189.552399	123.69017	182.941803	11.811896	35.958908	29.127131	9.996002	4.740843	141.66394	61.508785	100.222298	90.143456	135.031982
"ENSMUSG00000026224"	0.425805	0.347826	0.048591	0.252943	0.008886	0.212396	0.170388	0.359692	1.021077	0.018289	0.299184	3.039109	0.880847	1.560099	0.695491	3.791169
"ENSMUSG00000026229"	49.085686	28.888596	22.329508	19.691925	31.428457	16.312941	21.557394	43.723854	45.164242	35.065651	29.358177	22.036095	28.733274	13.487104	14.795363	21.586887
"ENSMUSG00000026234"	75.130974	69.201187	65.614693	73.522217	54.835808	64.86731	64.407455	140.718445	167.268341	183.36763	80.839233	46.533772	67.485168	34.78513	26.150276	42.492939
"ENSMUSG00000026235"	0	0	0	0	0	0.079926	0.855916	2.412834	2.979254	1.673833	1.636432	11.368996	8.469575	5.839215	4.025855	9.475715
"ENSMUSG00000026239"	7.328839	7.592846	8.73035	10.677629	6.960959	5.91012	5.52677	11.563463	10.737711	11.146186	10.277303	13.710203	15.57368	6.263733	5.706188	10.755128
"ENSMUSG00000026240"	4.349641	3.857764	2.308238	1.675257	2.647066	2.399097	1.877194	4.141536	3.700737	3.651506	3.210123	1.332764	1.727796	1.488159	1.165369	2.786712
"ENSMUSG00000026241"	0	0	0	0	0	0	0	0	0	0.249667	1.311691	0	0.673851	0	0	0
"ENSMUSG00000026245"	20.358845	15.390238	15.882627	12.120228	17.336891	8.700909	9.684085	24.766169	26.431982	21.065458	14.72649	17.656816	17.676727	6.573686	7.363789	11.445322
"ENSMUSG00000026246"	0	0	0	0	0	0	0	0	0	0	1.03965	0	0	0	0	0
"ENSMUSG00000026247"	0	0	0	0	0	0	0	0	0	0.260977	0	0	0	0	0	0
"ENSMUSG00000026249"	2.266074	12.752828	7.521642	3.841906	0.594763	2.916052	20.118618	41.505386	48.535507	33.382771	24.808268	9.249362	20.369425	2.815671	2.236629	1.088745
"ENSMUSG00000026251"	0	0	0	0.097167	0	0	0	0	0	8.943825	6.004101	0	0	0	0.247877	0
"ENSMUSG00000026253"	0	0	0	0.233595	0	0.481039	0	0	0	3.345245	6.725787	0	0	0.183871	0.25365	0.248417
"ENSMUSG00000026254"	21.52404	28.415092	22.455833	25.647936	31.213493	23.914062	15.646132	41.416348	44.688908	34.515926	23.440794	17.990713	15.655366	10.035599	9.82175	16.51165
"ENSMUSG00000026255"	0	0	0	0.062188	0	0	1.408275	1.933287	2.329142	3.361168	0.894653	2.622578	0	0.668358	0.939104	1.607113
"ENSMUSG00000026258"	0	0	0	0	0	0	0	0	0	0	0	1.136292	0	0	0	0
"ENSMUSG00000026259"	0	0	0	0	0	0	0.184076	0	0.150552	0	0.168765	0	0	0	0	0
"ENSMUSG00000026269"	16.46563	19.062273	19.372082	13.77064	13.25884	14.692664	2.122038	4.299414	4.714291	7.175228	7.888458	16.577929	16.596428	11.727886	8.411557	14.429282
"ENSMUSG00000026271"	22.627512	22.794884	27.372347	40.061237	54.897392	47.402996	0.2552	0	0	0.720716	0	0	0	0	0.783432	0.26787
"ENSMUSG00000026272"	0	0	0	0	0	0	0	0.499086	0	0	0	0	0	0	0	0
"ENSMUSG00000026273"	1.563895	3.425917	3.114843	2.69746	1.342442	1.817618	4.746448	9.72086	9.01	3.429946	2.626679	2.52472	3.428584	1.518034	2.072347	2.549358
"ENSMUSG00000026274"	0.375341	0.817114	0.23609	0.109851	0.229192	0	2.300585	13.388502	7.300257	3.003039	1.03542	1.050502	1.094068	0.369922	1.020781	1.647114
"ENSMUSG00000026275"	2.862911	3.501186	2.187155	2.513605	1.866692	2.548025	4.052662	6.436123	7.24608	3.546631	2.724536	2.007253	3.127214	1.682668	1.699585	1.951523
"ENSMUSG00000026276"	33.594856	30.352156	26.174541	30.798817	36.827885	47.356316	14.303984	96.041145	56.07737	56.113907	47.840416	73.292267	83.274445	45.021248	36.900276	48.635059
"ENSMUSG00000026277"	6.675704	9.387238	7.77819	7.718452	5.946179	6.371586	5.706306	12.76651	11.592412	9.52736	13.836279	18.887897	15.119622	12.143878	9.179214	19.840544
"ENSMUSG00000026279"	3.463529	1.893683	1.582859	1.149098	1.505842	2.565843	1.129288	3.267895	5.617984	3.23399	3.617176	4.375716	3.365911	1.527216	0.831899	2.883427
"ENSMUSG00000026281"	8.286473	6.727776	4.801469	8.085224	4.10222	3.390543	10.222529	20.429621	22.571249	26.008709	22.606031	10.299726	6.403178	3.786154	4.018788	9.805514
"ENSMUSG00000026283"	2.533626	3.116292	3.143889	3.262416	2.233687	2.939352	1.301798	3.866709	4.20524	3.826048	3.573667	1.983135	2.896063	1.841375	0.869755	2.329195
"ENSMUSG00000026285"	0	0.093133	0	0.301552	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026288"	62.082294	97.893188	106.33107	89.812675	79.773094	91.494942	0.029572	0	0	0.110294	0.105753	13.139198	10.990479	7.717578	5.829977	9.847311
"ENSMUSG00000026301"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026303"	0.114939	0	0.138535	0	0	0	0	0	0.126052	0.484291	0.331064	0	0	0	0	0
"ENSMUSG00000026304"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026307"	7.587597	12.43075	8.272936	10.068382	4.931529	5.959575	2.907263	4.466705	6.850428	5.562154	3.953138	4.498706	6.496562	4.733178	2.905009	4.78376
"ENSMUSG00000026309"	7.980569	8.086847	7.776073	9.444039	6.877261	6.169178	5.568349	11.935316	13.056124	13.932643	20.821592	10.850001	12.120062	5.790039	4.411806	10.244457
"ENSMUSG00000026313"	12.512857	4.044733	4.720966	6.106533	10.631238	5.286116	3.317373	7.17058	5.897783	7.261338	16.617153	6.678917	8.87129	5.453146	4.075002	5.715437
"ENSMUSG00000026315"	8.467484	15.67699	9.737955	15.413979	18.654396	12.875916	0.086622	0.16236	0	0.393762	1.402779	1.012882	0	0.785152	0.80193	2.370786
"ENSMUSG00000026319"	14.45453	21.610882	25.180708	27.322262	15.720097	19.201071	4.995704	11.248777	9.178277	9.552783	15.065524	16.592228	14.228616	11.85106	7.071927	19.760906
"ENSMUSG00000026321"	27.421175	36.320602	29.634369	28.492895	33.820381	21.900661	0	0	0	1.405963	0.757214	2.469118	0.361966	2.177963	1.136656	1.964506
"ENSMUSG00000026339"	6.84092	11.481593	11.629373	7.815769	9.159167	8.012354	3.782884	7.314291	6.170503	4.274554	7.136895	7.534364	4.071157	4.706066	2.852887	8.100693
"ENSMUSG00000026341"	245.967316	302.108368	279.696716	348.819214	301.244019	282.427734	50.086884	106.911415	111.157608	77.111549	43.870762	83.853149	101.193947	50.583889	50.683609	71.050331
"ENSMUSG00000026342"	12.565015	14.521503	13.47622	12.762633	11.424341	10.619877	8.664131	15.165498	15.944262	4.374282	12.702206	8.160863	8.118724	5.583035	4.118509	7.143465
"ENSMUSG00000026344"	0	0	0	0	0	0	0.235225	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026347"	3.167565	1.699504	1.723118	1.178238	1.314262	2.464815	0.158926	0.317989	0.51687	0	0.711776	0	0.361771	0	0.385069	0.53477
"ENSMUSG00000026353"	27.374657	21.170841	20.517673	23.739346	23.47917	20.284883	15.371453	26.200026	27.858587	18.096214	31.363443	17.626268	18.136318	12.184831	9.176889	18.936619
"ENSMUSG00000026354"	0	0.106036	0.088987	0	0	0.259683	0.166743	0.42314	0.682674	0.374298	0.470827	0.522797	0.699346	0.204023	0.225881	0.613431
"ENSMUSG00000026355"	33.194641	23.737669	12.736751	14.73425	11.611997	6.877726	19.379881	45.138874	46.159721	41.37693	21.377375	14.661425	18.436554	12.252408	11.096739	18.265156
"ENSMUSG00000026356"	30.845953	24.442804	17.858994	20.861551	23.538418	16.20697	17.46953	32.782917	40.371544	40.531052	35.292049	19.543839	22.550148	13.652998	12.416207	18.026873
"ENSMUSG00000026357"	8.9406	11.628839	9.012235	12.199191	9.905128	8.275943	0	0	0	0	0	0	0	0.168432	0.248623	0
"ENSMUSG00000026358"	126.333298	123.332169	138.279999	106.606873	49.936375	82.487991	0.005499	0.015879	0	0	0.014664	0.053746	0.031147	0.291874	0.962574	0
"ENSMUSG00000026361"	9.735306	7.322902	9.915534	8.178065	8.396993	7.263863	4.130184	7.405965	8.172038	10.006992	15.161482	7.079462	9.031169	8.176896	6.48022	9.035172
"ENSMUSG00000026368"	0	0	0	0	0	0	0	0	0	0.261277	0	0.294006	0	0	0	0
"ENSMUSG00000026374"	4.995013	8.781501	7.36564	5.802479	6.564124	4.821778	4.578562	12.248867	10.524076	10.429719	9.057065	8.625411	5.768143	4.279439	2.751094	5.741208
"ENSMUSG00000026377"	10.042139	7.743504	5.821865	5.637301	9.071903	5.355151	7.770869	18.995638	21.021406	22.103527	9.965753	8.921193	9.900564	5.034568	2.777898	4.210473
"ENSMUSG00000026380"	0	0	0	0	0	0	0.024838	0	0.24704	0	0	0	0	0.065737	0.167192	0
"ENSMUSG00000026384"	1.910885	2.891387	2.439268	2.850052	1.405839	2.598184	1.049083	2.27576	2.117565	5.738861	8.418159	9.5264	7.666041	5.688009	4.769732	7.939945
"ENSMUSG00000026385"	64.980171	54.161438	40.485039	57.779629	73.746849	48.885605	23.862505	54.873493	62.513271	50.579594	26.48509	21.234303	24.089693	9.617869	8.568972	14.708757
"ENSMUSG00000026387"	0.065978	0.096571	0.14675	0.075634	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026388"	0.387975	1.795327	0	1.398653	1.3587	0.972774	0.645345	0.272944	1.513332	2.494408	0.930431	0.668858	0.657311	0	0.307978	0.756274
"ENSMUSG00000026395"	106.800484	341.965759	419.796265	358.418213	183.09259	305.711273	0	0.016163	0	0	0	2.084909	0.032538	1.383645	3.366351	0.125131
"ENSMUSG00000026398"	0	0	0	0	0	0	0	0	0	0	0	8.699639	7.005642	5.578967	2.034816	9.340675
"ENSMUSG00000026399"	0	0.687114	0.063144	0.527185	0	0.283305	4.420536	10.546198	13.227849	0.682385	0.723096	16.098768	4.088088	4.692735	4.297876	10.94746
"ENSMUSG00000026413"	0	0	0	0	0	0	0	0	0	0.090455	0.972201	0.014646	0.01536	0	0.050541	0
"ENSMUSG00000026414"	0	1.046545	1.92259	0.622055	0	0.124062	0.03944	0	0.068719	8.03679	41.887554	0.138952	0.01658	0.280706	0.356521	0.438067
"ENSMUSG00000026417"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026421"	12.611923	17.61006	12.240563	8.07937	7.54624	7.975551	8.032006	20.617138	18.125158	51.399788	28.263239	71.509178	65.563934	35.731171	38.234337	66.38076
"ENSMUSG00000026424"	0	0	0.11287	0	0	0	0	0	0	1.427773	0	0	0	0	0	0.706442
"ENSMUSG00000026425"	36.680496	67.118301	69.744301	67.458168	55.038601	58.57935	7.788089	23.54879	19.11054	10.152859	17.839546	39.913197	33.705685	33.905464	19.420919	42.616627
"ENSMUSG00000026426"	40.930912	32.392048	29.423378	24.814257	31.300282	27.297972	4.533777	12.403316	10.241688	9.537556	11.131602	7.709597	11.980363	4.83145	5.520412	9.082748
"ENSMUSG00000026427"	3.535229	4.886076	4.003773	5.022186	2.728992	5.335669	3.198944	5.126005	5.876835	2.370004	4.906869	3.006577	5.002962	2.160935	1.848319	6.603539
"ENSMUSG00000026429"	1.766356	2.156821	0.937727	1.270403	0.515814	1.132903	1.368157	4.299928	4.311091	3.850787	1.740937	2.343761	1.513535	0.948388	0.863186	2.867053
"ENSMUSG00000026430"	8.345404	18.720669	23.58094	21.906431	16.202442	22.249109	0.938232	3.141968	2.573986	0	1.49486	0.977906	0	0.55113	0.395662	0.48763
"ENSMUSG00000026433"	8.563574	9.67482	13.023964	11.34251	11.070468	13.27966	2.835061	9.240703	8.383876	2.385809	3.447632	3.988252	9.27508	3.551633	2.4053	6.793898
"ENSMUSG00000026435"	0	0	0	0	0	0	0	0.318403	0.314676	0.156847	0	0	0.113108	0	0	0
"ENSMUSG00000026439"	8.500534	8.44655	8.80229	7.899862	7.621581	6.744601	2.186286	5.555993	6.750557	7.148384	5.7798	8.166954	6.780169	5.049081	4.131611	7.328768
"ENSMUSG00000026443"	0	0	0	0	0	0	0	1.017745	0	0.179718	0	0	0	0	0	0
"ENSMUSG00000026447"	0.060411	0	0	0.031225	0	0.104972	0.146104	0.404811	0.263824	2.352859	6.624502	20.089085	11.639441	13.856566	9.763725	24.076706
"ENSMUSG00000026450"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197277	0	0
