"gene"	"Old.Inflammatory-Mac.D2_1"	"Old.Resolving-Mac.D2_3"	"Old.Inflammatory-Mac.D2_2"	"Old.Resolving-Mac.D2_2"	"Old.Inflammatory-Mac.D2_3"	"Old.Resolving-Mac.D2_1"	"Old.FAPs.D2_1"	"Old.FAPs.D2_2"	"Old.FAPs.D2_3"	"Old.MuSCs.D2_1"	"Old.MuSCs.D2_2"	"Old.ECs.D2_2"	"Old.Neutrophils.D2_2"	"Old.Neutrophils.D2_1"	"Old.Neutrophils.D2_3"	"Old.ECs.D2_1"
"ENSMUSG00000000049"	0	0	0	0.138299	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000000056"	2.494348	4.856295	6.173333	6.910524	4.480616	7.205572	0.882311	2.947989	1.864846	2.703168	3.83662	5.099048	4.380446	2.829346	2.060291	4.300868
"ENSMUSG00000000078"	109.307144	104.927177	125.569748	124.816048	95.398392	113.353615	28.759117	56.85717	59.774319	45.29155	51.846638	58.782284	76.759293	46.014927	33.495476	51.077965
"ENSMUSG00000000093"	0	0.080192	0.3093	0	0	0.098312	0.487514	0.985412	2.003705	10.340093	6.409802	1.000556	3.919882	1.240257	0.442998	0.477251
"ENSMUSG00000000126"	0	0	0	0	0	0	0	1.303339	0	0.417879	3.725851	0.731675	1.533787	0	0.76294	0
"ENSMUSG00000000204"	16.934998	41.306019	21.07815	99.882324	80.765099	80.81208	0	0	0	0	0	5.706113	0.526001	2.470465	2.674792	2.021021
"ENSMUSG00000000263"	0.336164	0.211601	0.392085	0.394545	0.185867	1.253216	0.146729	1.155231	0.730528	0.196514	0.288599	0	0	0	0.231005	0.284433
"ENSMUSG00000000278"	46.766712	44.736286	45.003441	27.819441	28.601336	26.736591	8.232737	19.879349	21.106319	6.663865	6.608718	2.251679	3.617668	1.26901	2.170409	2.147031
"ENSMUSG00000000282"	4.50386	5.415654	8.639733	5.875591	5.356958	7.530301	1.347549	2.222073	2.949533	2.723189	3.027098	3.247043	2.733256	2.115087	1.508902	2.439462
"ENSMUSG00000000301"	0.736151	0.5788	0.310186	1.395287	1.221313	0.8773	1.626424	3.287773	3.483955	3.418	2.62232	0	0.527433	0.323115	0.825474	0.916732
"ENSMUSG00000000317"	0	0.416947	0	0.578908	0	0	0.139979	0	0	0.673602	1.043447	64.231361	64.525032	44.246269	34.121857	51.081181
"ENSMUSG00000000318"	7.806495	16.763454	20.851213	30.945807	7.282327	25.147327	0	0	0	0	0	1.75377	2.076163	1.241248	3.123212	2.162647
"ENSMUSG00000000320"	0	0	0	0	0.120786	0.2251	0	0	0.284336	0.381296	0	5.514578	3.612156	3.591232	2.054616	4.424346
"ENSMUSG00000000378"	6.871814	16.011459	17.860464	12.58815	8.370944	13.563433	4.331482	8.556079	11.062984	9.406599	9.404057	5.966586	8.037781	4.762463	3.694031	9.069161
"ENSMUSG00000000381"	0	0	0	0	0	0.701279	0	0	0	0	0	0	0	0.325839	0	0
"ENSMUSG00000000384"	15.763397	12.824312	7.952492	9.42777	13.885561	9.05271	7.525456	9.178078	16.222776	25.172865	12.711961	6.626216	8.317407	3.89822	2.709409	5.758624
"ENSMUSG00000000538"	2.595027	3.364841	4.301764	4.153153	2.011029	4.399021	2.743159	8.624487	6.797581	8.420834	9.424026	12.563108	13.019264	6.60378	6.303076	16.860304
"ENSMUSG00000000567"	0	0	0.076519	0	0	0	4.323882	14.14716	8.339513	8.336078	10.195888	0.289228	0.178225	0.151219	0.223705	0
"ENSMUSG00000000581"	13.630444	19.33798	10.355172	12.956192	11.782401	12.711764	7.162399	18.521734	23.257069	10.588247	9.698137	20.364885	12.776802	8.149567	8.118774	13.518496
"ENSMUSG00000000594"	54.997719	100.337822	93.396873	107.342003	99.02227	101.114876	2.09143	3.944984	5.444044	3.7097	4.745219	4.611589	4.299869	2.624278	2.83885	2.266696
"ENSMUSG00000000632"	0	0	0	0	0	0	0	0	0	0	0	0.636393	0.137262	0.168166	0	0.623092
"ENSMUSG00000000690"	0	0	0	0	0	0	0	0	0	0	0	10.08367	4.773447	5.80529	2.971768	9.374122
"ENSMUSG00000000706"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000000724"	1.623749	1.722437	1.070696	2.408476	2.290346	2.169057	1.656046	1.991544	1.944275	2.774624	3.762707	5.457448	7.299811	4.193382	1.818233	4.706708
"ENSMUSG00000000804"	9.026075	11.823108	14.999302	12.684622	10.361669	15.339295	4.199975	7.539448	7.281868	7.225235	11.080254	8.617147	7.399742	5.408953	4.811865	8.292516
"ENSMUSG00000000861"	0.559205	1.505574	2.840189	3.944704	1.646208	8.060346	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000000869"	2.132208	0.534976	1.357188	0.343966	0.286295	0.246996	0.275056	0.434844	0.422981	1.279367	2.589235	0	0.726036	0.540667	0.466686	0.172051
"ENSMUSG00000000976"	6.237036	4.12618	5.359694	4.109168	3.576456	4.565193	1.945476	5.184871	6.145045	4.130334	5.040572	4.00062	4.685765	3.201433	2.64316	4.719873
"ENSMUSG00000000982"	170.107147	155.371582	185.478424	151.647705	116.458115	112.351097	0	0	0	0	0	1.338122	0.249924	1.119112	2.397549	0
"ENSMUSG00000001029"	2.60428	4.968073	4.105562	7.389529	6.253725	6.430902	0.2585	1.276719	0.466138	0.890991	0.326267	48.84388	39.901108	27.642048	28.128315	52.434509
"ENSMUSG00000001034"	8.958388	7.232155	7.302506	5.905168	6.840331	5.948602	3.092924	4.947628	4.504508	3.918381	6.546274	8.157173	7.888222	4.621849	3.483532	6.706435
"ENSMUSG00000001036"	0.023355	0	0	0	0.028238	0	3.225338	7.627308	8.405137	19.108404	9.674708	25.868351	25.3797	18.484373	11.756141	23.391277
"ENSMUSG00000001053"	0.137825	0	0.189427	0.40365	0	0.663648	0.143394	0.458924	0.430021	1.619789	1.655337	27.120922	27.372105	10.694488	12.614048	18.065228
"ENSMUSG00000001054"	5.015173	4.791019	4.051356	5.556137	3.942459	4.30909	2.531799	7.257218	6.525665	5.600085	6.271064	12.889413	17.185738	9.706707	7.231283	8.681113
"ENSMUSG00000001095"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001100"	9.023643	8.710973	7.798023	7.887016	7.145686	6.696192	10.33901	21.904428	23.278652	18.632305	18.543907	11.167623	14.967555	10.244665	6.898141	15.747923
"ENSMUSG00000001123"	49.46389	76.706963	50.069557	57.865215	56.931736	56.880013	8.260166	27.058136	21.818396	6.810796	4.723042	77.7957	45.339581	36.470772	50.53997	60.543407
"ENSMUSG00000001240"	0	0	0	0.409289	3.638457	0	9.320904	18.621132	22.732958	13.122812	17.402185	100.968658	73.269989	54.023762	42.932491	100.371788
"ENSMUSG00000001313"	1.763964	1.114186	1.538573	1.301522	0.496399	1.353749	0.482822	1.227776	1.967942	6.943625	2.505944	4.053657	3.582113	2.721902	1.007707	1.465289
"ENSMUSG00000001323"	3.60859	4.840745	4.196353	2.925988	2.370785	2.192663	2.941343	6.240909	5.852537	4.190765	7.369611	5.884362	5.309683	3.494625	2.424648	5.123332
"ENSMUSG00000001440"	33.200745	30.434622	27.867897	28.204794	29.028704	23.877972	42.329376	84.284431	96.157562	75.714142	46.482315	30.286488	38.657154	20.506571	19.366886	30.771957
"ENSMUSG00000001441"	21.009119	23.281351	26.861822	21.484131	22.98115	17.97823	13.860263	29.978273	28.899837	24.560036	33.661629	24.398636	14.171201	13.779048	7.694894	16.891846
"ENSMUSG00000001444"	0	0	0	0.520146	0.066608	0.568917	0	0.692819	0.230086	0	0	1.074908	0	0	0	0.086733
"ENSMUSG00000001445"	8.098927	10.00186	6.274203	8.01961	5.417818	6.784248	6.28716	13.583504	14.091285	12.831561	8.104995	3.482774	6.731465	4.559081	4.24	6.781198
"ENSMUSG00000001493"	0	0	0.291937	0	0	0.941631	5.986552	12.766133	12.59669	0.440051	0	21.149321	8.794282	9.661724	6.128743	19.147411
"ENSMUSG00000001494"	0	0	0	0	0	0	0	0	0	0	0.025754	0	0.363826	0	0	0
"ENSMUSG00000001506"	0.188159	0.992054	2.597783	1.045347	0.251033	1.922998	443.478271	1242.446289	804.54895	55.900928	56.07111	30.705927	41.793427	17.29438	13.570415	24.344027
"ENSMUSG00000001507"	0.084961	0.12082	0.340197	0.11746	0.085624	0.344197	0.137121	0.218949	1.180639	6.040224	3.942808	15.363844	12.543134	7.542703	7.561893	12.515946
"ENSMUSG00000001508"	0	0	0	0	0	0.164863	0.122595	0.433533	0.168037	2.887697	8.234429	0.400964	0.76078	0.205339	0.046817	0
"ENSMUSG00000001707"	9.40276	3.920044	1.969535	4.179389	5.816822	3.649172	3.487527	4.828925	7.303509	10.632078	6.087548	1.425105	3.588669	0.893156	1.322993	1.855206
"ENSMUSG00000001751"	14.695276	20.329605	16.037882	11.235461	5.285983	10.85464	1.626217	3.882049	4.914729	1.551135	1.490703	3.659414	2.794182	1.130848	2.247382	3.40741
"ENSMUSG00000001755"	3.680401	3.678313	3.776608	3.0638	1.933495	2.724972	1.488707	3.096044	3.625974	2.624604	3.173104	5.462522	4.103241	2.252857	1.678147	3.864993
"ENSMUSG00000001891"	50.005375	30.787834	25.150412	26.949556	37.632839	21.685953	19.446547	38.943996	46.120823	20.250559	15.40547	12.853642	11.359572	7.184239	6.665856	12.383461
"ENSMUSG00000002052"	16.253942	17.382866	18.386768	15.524557	15.686738	14.474017	8.159355	16.681578	18.24575	16.686142	17.770226	15.806801	15.300789	9.160983	7.9262	14.329679
"ENSMUSG00000002055"	1.554625	4.666771	3.214862	2.376124	0.759047	1.771998	3.614399	9.888591	7.254178	8.340092	8.004938	2.491685	2.091902	2.129193	2.492568	5.964419
"ENSMUSG00000002064"	8.953923	15.278592	12.147336	11.522297	8.929545	10.213042	6.769912	14.542096	16.852823	7.362548	7.322165	12.892705	9.959166	4.716218	4.854452	7.218838
"ENSMUSG00000002129"	12.623553	12.824259	11.696321	9.35476	10.543944	9.914946	6.793253	14.318556	16.413208	17.463671	12.914603	8.489011	9.912987	6.385523	4.652088	9.775567
"ENSMUSG00000002580"	11.019698	10.627789	8.561937	9.628819	13.149268	11.532816	2.154063	9.414914	11.197848	5.382313	2.521736	6.812032	0	0	2.491532	3.861132
"ENSMUSG00000002741"	22.470276	21.765656	15.65218	16.89316	16.833567	12.30853	10.696933	25.870447	25.248529	13.436783	13.399833	13.379067	12.785609	6.501674	6.422077	14.077268
"ENSMUSG00000003062"	15.81283	22.468956	15.619631	14.254086	13.805237	12.28761	6.128386	13.135658	7.323081	6.748283	3.596513	5.096872	5.728337	4.451502	3.641491	4.209992
"ENSMUSG00000003581"	2.538672	3.749788	4.662001	3.951924	2.699333	3.659831	1.072956	3.862769	4.262375	2.893113	3.049291	9.888741	8.237506	4.131361	4.312603	8.221831
"ENSMUSG00000003585"	0	0.60496	0.271481	0.212744	0	0	0.154083	0.320308	0.230993	0.904143	1.274496	2.791723	1.803412	1.388947	1.084002	2.916338
"ENSMUSG00000003934"	0.24628	0	0	0	0	0	0	0.662143	0	0.760219	0.383198	0	0	0	0	0.444445
"ENSMUSG00000003949"	0	0	0	0	0	0	0.885476	1.405149	3.671991	1.263265	0.756091	0	0.241584	0	0	0
"ENSMUSG00000004040"	45.82494	62.95171	89.130974	95.152443	68.726105	107.291916	28.365395	68.801933	69.097961	47.551712	114.436554	76.025345	66.900223	55.737961	37.647614	64.524063
"ENSMUSG00000004043"	13.564671	17.555811	25.280884	26.884748	17.986263	36.709011	9.771387	24.193117	23.559593	14.667005	35.871212	21.529776	16.347538	16.146759	5.45464	12.657327
"ENSMUSG00000004044"	0.277863	0.805392	1.199009	0	0.253148	1.24718	41.172085	99.590057	89.741898	60.652096	52.845089	144.372986	178.332184	137.222885	82.230064	227.320663
"ENSMUSG00000004296"	0	0.702607	0.641375	0.307884	0	1.759265	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000004393"	8.096675	7.341585	4.86852	6.114606	5.456451	5.301554	5.445601	9.569648	11.283363	15.483714	8.635366	4.478685	8.111998	2.570077	2.823989	5.225432
"ENSMUSG00000004394"	8.523172	13.609671	11.675809	11.821365	6.629832	7.792159	3.436316	6.949049	7.91028	10.741449	11.381004	9.83601	7.672114	6.29346	4.439524	6.350454
"ENSMUSG00000004748"	0	0.240384	0.341083	0	0.219315	0.186937	0.136524	0	0.86012	0.694591	0.547049	0	0	0.782741	0	0.285363
"ENSMUSG00000004798"	14.315069	23.309208	29.451387	19.363392	8.310044	16.683592	5.350805	12.32249	12.07234	7.053497	13.393712	16.695677	11.943808	8.103108	7.462545	15.386738
"ENSMUSG00000004837"	0	0.434511	0.193205	0.975295	0	1.444058	0	0	0	0	0	11.476352	16.536388	9.116768	4.830492	11.45805
"ENSMUSG00000005198"	29.01232	31.593204	36.837711	35.056705	32.104389	36.733143	14.102621	33.218433	29.954216	35.613869	25.456537	33.792809	32.700859	20.839714	17.856853	25.25639
"ENSMUSG00000005202"	0	0	0	0	0	0	0	0	0	0	0	0	0.448443	0.212816	0	0
"ENSMUSG00000005312"	26.334621	24.838902	21.046593	21.653114	26.584618	19.391699	15.261093	27.594875	33.627567	31.366819	22.591898	18.623831	20.718988	9.312994	9.975405	17.776108
"ENSMUSG00000005397"	0	0.101979	0.170755	0.308885	0	0.39267	55.505379	128.672241	128.941238	39.94125	31.607693	93.488548	80.664856	49.629337	44.312721	93.366791
"ENSMUSG00000005917"	0	0	0	0	0	0	0.183292	0.156963	0.065095	0	0	0	0	0	0	0
"ENSMUSG00000005949"	15.705127	22.579706	26.203501	19.781548	12.926981	22.738483	1.835152	3.70367	3.295085	3.495279	8.098746	10.531284	12.022449	7.459902	5.494576	13.533723
"ENSMUSG00000005951"	0.368045	0.651646	0.615909	0.294818	0.39417	0.660206	0.274823	0.649839	0.478772	0.630365	0.445962	0.671593	0.683909	0.587454	0.502989	0.799025
"ENSMUSG00000005952"	0	0	0	0	0	0	0	0	0.104006	0.867595	1.790061	0	0	0	0	0
"ENSMUSG00000006057"	5.245444	3.888725	2.573953	4.99522	10.348531	10.354664	7.265395	25.045551	22.52704	29.42927	15.241632	7.998336	4.908134	0.819875	1.575014	3.23582
"ENSMUSG00000006169"	26.040434	31.399014	31.609079	30.099033	28.037457	26.563574	17.282192	34.656498	39.751499	16.958427	18.260494	14.141308	11.548028	9.157338	7.096362	12.463024
"ENSMUSG00000006179"	0	0.482004	0	0.860765	0.151003	0	0	0	0	0.124772	0	0	0	0	0	0
"ENSMUSG00000006574"	0	0	0	0	0	0	0.03957	0	0	0.072645	0	0	0	0	0	0.302897
"ENSMUSG00000006611"	2.502027	10.510549	14.57323	11.351794	2.963199	9.2739	1.053359	1.395703	1.902898	0.652306	0.444784	3.420879	1.985231	2.089023	1.883466	2.243163
"ENSMUSG00000006715"	7.375823	8.354567	6.781518	3.651362	2.641814	4.27486	4.329225	6.656459	10.486786	9.604135	3.268252	1.741166	1.578604	1.692823	2.10917	4.591994
"ENSMUSG00000006717"	18.384056	17.799881	19.913376	18.267759	15.121575	17.959118	5.124332	10.838981	13.124035	9.767641	8.975522	6.912836	9.508447	6.792541	5.485912	8.249679
"ENSMUSG00000006720"	0	0.18649	0	0.097386	0	0	0.165647	0	0	1.32358	1.319242	0	0	0	0	0.239099
"ENSMUSG00000006777"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000006784"	0	0.254425	1.024421	0.504082	0.054266	0.506257	0.093265	0.337441	0.285287	0.15644	0.346588	0.220054	0.152757	0.220757	0.180698	0.578906
"ENSMUSG00000006931"	0	0.138945	0.268445	0	0	0	4.379482	9.145013	9.134385	3.087261	5.025069	2.440958	1.85054	1.415656	1.00441	2.142331
"ENSMUSG00000007646"	0.296876	0.879373	0.567632	1.531988	0.330089	1.450399	0.354462	0.720611	0.602245	0.874806	0.772072	0	0	0.309045	0.199456	0.105008
"ENSMUSG00000007653"	0	0	0	0	0	0	0	0	0.173494	0	0	0	0.017903	0	0.026165	0.017653
"ENSMUSG00000007739"	64.483276	58.738926	54.808315	55.685863	52.768776	45.363083	45.452911	94.011459	109.343422	94.163872	62.738789	49.365936	57.800491	26.937372	28.855879	40.440952
"ENSMUSG00000007836"	16.130352	18.477974	15.095785	18.701	19.757851	15.979476	18.157824	40.998646	38.450623	30.124628	30.073166	26.697575	20.605284	13.23012	10.180491	21.022165
"ENSMUSG00000007877"	0	0.202103	0	0.275884	0	0.572542	0	0	0	0	1.573105	0	0	0	0	0
"ENSMUSG00000008855"	14.36873	19.501759	19.772482	22.160711	30.467669	26.438028	5.82191	10.71765	10.282135	12.151238	16.373215	11.866294	14.268327	11.024714	5.474798	10.020267
"ENSMUSG00000009073"	14.195119	12.05802	15.985457	17.19936	13.447235	15.045696	4.697461	10.33127	12.216337	14.069929	18.386341	14.285274	16.138491	7.889605	6.633799	14.018229
"ENSMUSG00000009075"	0.099096	0.289138	0	0.388398	0	0.53834	0	0	0.311516	0	0	0	0	0	0	0
"ENSMUSG00000009076"	6.38898	10.042119	6.007519	6.191906	3.87353	5.848866	2.063553	1.928038	6.8713	3.191497	3.69211	4.447363	3.697225	3.431491	2.688941	1.663139
"ENSMUSG00000009090"	46.880608	62.326397	58.413986	37.440128	26.585884	30.645248	3.5743	8.076326	8.131591	10.243849	13.121509	5.865988	6.878252	3.878658	4.57305	5.767112
"ENSMUSG00000009185"	30.11688	383.23172	103.418915	127.475204	14.993641	113.381851	3.709647	12.22285	17.116499	0.633329	0.45121	2.322974	0	2.33162	6.661192	0
"ENSMUSG00000009210"	0.377548	0	0	0	0.406394	0.805936	0	0	0.758664	0	0	1.583844	1.543771	1.635052	0.879544	2.502044
"ENSMUSG00000009350"	0.719351	2.048885	2.354204	3.827624	0.991347	7.59263	0.049962	0.390802	0	0	0	0	0	0	0	0
"ENSMUSG00000009588"	0	0	0	0	0	0.211443	0.408796	0	0	0	0.706021	0.627232	0.719742	0	0	0.218611
"ENSMUSG00000010021"	0.146502	0.647548	0.96375	1.159276	0.150454	0.737457	0.093571	0.127019	0	0.521735	0.681481	0	0.150603	0	0.108926	0
"ENSMUSG00000010142"	11.931716	16.495621	12.183674	17.907448	9.575238	13.850858	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000010342"	0.085392	0.219108	0.884631	1.474735	0.540491	1.422783	0.107171	0.700667	0.156477	0.371694	1.467019	0.087235	0.190802	1.307441	0.231521	0.580522
"ENSMUSG00000010358"	14.7683	25.77249	20.212612	24.408266	23.997326	26.713022	3.9877	9.243271	7.826065	7.75334	8.52557	18.95825	12.922997	14.772049	12.143442	19.489347
"ENSMUSG00000010362"	0.216909	4.732975	3.208807	1.215225	0.565555	0.794463	0.381554	1.368616	1.165959	1.3257	3.275538	4.259181	1.225807	1.518744	0.566748	1.255494
"ENSMUSG00000010392"	6.31025	8.357576	5.984282	6.425593	4.956382	7.322803	2.90864	5.211854	6.754157	4.803357	5.064369	5.975203	6.250648	4.20337	3.649177	6.420264
"ENSMUSG00000010651"	0.313485	0.262055	0.481692	0.235125	0.083212	0.615137	0.164086	0.14545	0.337278	0.049662	0.169655	0	0	0	0.074153	0.224102
"ENSMUSG00000010660"	0.162883	0.578763	0.791552	0.435653	0.535267	0.524557	3.054785	5.597943	6.195502	2.242795	3.428332	4.767474	3.738572	1.857409	2.330716	2.839128
"ENSMUSG00000010803"	0	0	0	0	0	0	0	0	0	0	0.01671	0	0	0.271236	0.085364	0
"ENSMUSG00000010841"	0.351051	0.842257	0.556475	0.380661	0.384741	0.728058	0	0	0	0	0	0.924175	0.950536	0.521472	0	0.444023
"ENSMUSG00000011256"	3.803138	15.568285	10.287917	9.783166	4.322012	8.570354	5.889687	12.672774	11.805265	15.033463	23.062168	10.891921	8.493563	6.280376	4.408886	11.400296
"ENSMUSG00000011877"	8.258443	11.38188	9.243203	8.908587	7.471451	8.173409	6.823853	14.365695	15.934258	15.256291	16.916159	37.371883	30.229902	21.334236	19.15974	27.406397
"ENSMUSG00000013418"	0.13982	1.013353	0.415926	0	0	0.914501	0.038044	0	0	0.090347	0	0	0.432324	0	0	0
"ENSMUSG00000013419"	2.531605	2.126054	1.460562	2.105681	3.037608	2.562333	2.004296	5.396542	4.067419	3.472824	7.232487	2.148291	2.460013	1.973928	1.069022	1.63721
"ENSMUSG00000013483"	0	0.065286	0.131383	0	0	0	0.137624	0	0.047057	0	0	0	0	0.064202	0	0
"ENSMUSG00000013643"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000013646"	0.553637	1.075305	1.787651	1.058868	0.547048	1.026264	0.651577	0.763857	1.459814	2.153715	1.09084	1.433847	1.789248	0.538829	0.953108	1.343007
"ENSMUSG00000014177"	4.121428	5.42552	2.828593	5.036814	4.867013	3.97677	5.068253	9.955774	8.884366	3.406846	3.290086	6.801573	2.571916	2.744123	2.430735	2.089435
"ENSMUSG00000014198"	0	1.118076	0	0.441586	0.487156	0.492442	0.054818	0.331293	0.443214	0.121322	0	0	0.165059	0	0	0.264365
"ENSMUSG00000014243"	3.879479	2.393582	4.038973	5.434658	7.268166	3.659872	1.53956	3.901651	3.553433	3.614151	3.074122	0.708769	0	0.559167	0.862014	0.589593
"ENSMUSG00000014349"	8.142273	9.684528	9.481218	8.321294	9.024447	8.00369	5.355294	10.293585	10.9107	9.58656	8.571817	8.79316	10.571501	6.854654	5.217318	7.409292
"ENSMUSG00000014351"	0	0	0	0	0	0	0	0	0.597675	0.330349	0	0	0	0	0	0.055607
"ENSMUSG00000014606"	18.650457	22.28702	20.247896	17.281643	13.588981	16.318642	6.380531	9.19696	13.131402	11.701122	14.590265	10.785231	8.933916	10.318355	6.154313	9.349532
"ENSMUSG00000014609"	0.19436	0	0	0	0	0.8953	0.548344	0.772669	0.755376	0.510885	0	2.066597	0.419089	0	0	0.938836
"ENSMUSG00000015542"	4.116061	6.408499	6.527026	4.543159	3.685489	5.62541	0.971139	1.831764	1.733422	1.958607	1.368678	2.28606	3.168519	1.27914	1.257892	1.975626
"ENSMUSG00000015671"	23.177645	20.337046	11.833082	18.321383	16.869167	14.93412	10.815372	20.470753	22.866997	16.734535	11.725871	11.629633	14.675983	6.285931	6.333322	10.345318
"ENSMUSG00000015672"	9.353523	7.912925	4.768867	4.862608	5.083686	5.269998	3.879937	6.413673	5.792415	7.153158	6.68378	4.796752	5.917556	6.651185	2.548631	5.386701
"ENSMUSG00000015837"	92.589165	115.946846	109.17524	98.217178	71.240723	106.303871	23.47838	46.643814	48.334503	42.731243	58.459099	46.847477	55.589996	33.563496	32.193455	28.537518
"ENSMUSG00000015869"	8.582499	8.969703	11.853679	10.843367	10.661518	12.000536	7.863613	18.14784	16.68643	15.769281	27.230118	18.668003	12.893188	8.886102	6.938371	13.300357
"ENSMUSG00000015937"	32.313881	38.190975	40.397018	42.597919	41.625797	45.721191	10.820698	21.328823	27.443129	24.92593	18.701399	19.777615	16.583485	10.931471	7.779149	17.37299
"ENSMUSG00000016756"	0.107867	0.686609	0.62455	3.172443	0	2.149642	1.119881	2.747336	2.300518	0	0.143927	5.590355	0.734307	1.36632	1.119601	1.941718
"ENSMUSG00000016940"	2.183835	4.323058	5.487194	4.72075	1.447605	4.478475	2.962957	4.304279	5.469739	3.846209	5.437964	6.884848	5.033841	4.473073	2.780595	6.538617
"ENSMUSG00000016982"	0	0	0	0	0	0	0.08245	0.075253	0.026253	0	0	0	0	0	0	0
"ENSMUSG00000016984"	2.099642	3.663255	4.302378	2.920711	1.602843	2.274273	1.933635	4.323486	4.239371	4.268915	3.363204	2.093299	4.256876	2.405002	1.988531	4.577438
"ENSMUSG00000017132"	26.931973	26.074333	24.97192	21.533312	26.269453	32.989243	1.502968	3.961523	3.05892	3.703156	11.730914	12.929658	13.43892	17.247522	7.893989	14.75182
"ENSMUSG00000017146"	1.898288	2.554117	1.250628	1.37682	0.509243	0.528824	2.770028	6.497376	6.238966	5.046036	3.640576	1.052844	0.816244	0.83319	1.356229	2.037457
"ENSMUSG00000017165"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.544531	1.374752	2.510765
"ENSMUSG00000017167"	0.112602	0.397432	0.543263	0.435029	0.179207	0.343647	0.302642	0.481654	0.439598	0.8293	1.501943	1.120884	1.447568	1.153201	0.489511	1.481153
"ENSMUSG00000017176"	4.71879	2.687557	2.724481	3.385016	2.260011	1.215722	6.207973	14.670849	13.006574	9.376763	11.727875	5.349223	5.796609	4.347217	4.086688	10.76256
"ENSMUSG00000017188"	7.448368	10.629786	7.335216	7.307166	6.199966	6.047463	3.184605	5.648954	9.059788	4.298947	3.358395	5.512227	11.245132	2.061536	4.912062	5.966538
"ENSMUSG00000017195"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000017204"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000017210"	6.21179	6.922327	5.841558	5.608004	6.394221	8.362041	2.278292	6.781141	6.251534	7.478643	7.884965	7.00067	8.623036	4.141592	4.10219	7.038534
"ENSMUSG00000017221"	24.955477	21.558243	15.725599	17.706285	24.845289	13.916045	18.915653	38.233181	38.204475	34.422615	26.63616	22.085888	22.504572	12.10306	12.118083	13.995256
"ENSMUSG00000017286"	9.655321	10.508652	11.967743	11.08058	8.367409	7.486903	8.56338	15.865186	15.697465	10.366372	10.0538	15.112379	11.380254	7.673136	7.602424	14.541889
"ENSMUSG00000017291"	20.274839	26.735992	31.286118	26.968292	22.399826	24.059816	10.532645	23.065918	24.600012	21.501036	33.715691	28.016514	26.948273	17.605152	14.241611	27.394154
"ENSMUSG00000017314"	0	0	0	0	0	0	0.443108	0.648662	0.416179	3.779415	2.39465	2.151384	2.554591	1.870199	1.425499	1.537808
"ENSMUSG00000017344"	0	0	0	0	0.30358	0	1.908369	5.055151	6.061882	33.466915	23.031485	5.015804	16.96064	5.650855	1.900296	1.571266
"ENSMUSG00000017386"	0.950283	0	1.29793	1.190774	0.678327	2.669712	5.748974	8.907174	10.472174	15.524998	21.585089	4.907713	5.645831	2.203096	1.692738	4.607347
"ENSMUSG00000017400"	0.259591	0.269173	0.597019	0.334443	0	0	0.131996	0.507546	0.307903	0.996004	0.441583	0	0	0	0	0
"ENSMUSG00000017404"	217.837173	225.44368	176.590775	260.711731	208.69693	214.769638	126.999954	271.812408	256.088715	218.314529	202.854034	131.581238	126.742775	83.153107	72.527626	113.005096
"ENSMUSG00000017405"	0.754514	1.594407	0.873	0.90028	0.529627	0.654973	1.606979	2.900924	4.288533	3.274059	6.804366	4.319688	2.468849	1.397078	1.324911	3.194619
"ENSMUSG00000017417"	5.370161	8.588226	6.346047	5.041077	1.33508	5.128233	0.178503	0	0.297211	9.704002	5.116311	0.569403	4.578031	1.838314	0.654301	0.268265
"ENSMUSG00000017428"	32.630386	22.700718	19.355879	21.664925	26.993261	19.380384	16.137781	34.987579	37.402012	31.026169	31.893433	21.905489	31.141075	15.61337	13.859622	19.018635
"ENSMUSG00000017493"	4.686965	12.477091	11.83303	8.293895	2.797588	6.421883	22.963444	40.67543	46.211021	7.768264	12.942137	21.635527	6.820101	10.355327	5.556081	20.64599
"ENSMUSG00000017499"	2.231266	2.91028	1.485212	1.467021	1.391442	1.837321	2.644852	5.995272	6.426346	10.00103	2.090192	1.200331	2.482262	1.257016	1.389408	2.318279
"ENSMUSG00000017548"	18.56443	20.534382	19.838552	19.248043	19.33079	19.045982	7.850625	19.384432	20.624111	25.08651	33.096889	15.952531	17.813185	11.622321	9.60298	21.746025
"ENSMUSG00000017607"	1.040801	1.096521	1.631312	2.00007	0.921124	1.416064	0.14414	0.445959	0.237592	0.117911	0.206547	0	0	0	0	0
