"gene"	"Old.Resolving-Mac.D7_3"	"Old.Resolving-Mac.D7_1"	"Old.Resolving-Mac.D7_2"	"Old.FAPs.D7_1"	"Old.FAPs.D7_2"	"Old.FAPs.D7_3"	"Old.MuSCs.D7_1"	"Old.MuSCs.D7_3"	"Old.MuSCs.D7_2"	"Old.ECs.D7_1"	"Old.ECs.D7_2"	"Old.ECs.D7_3"
"ENSMUSG00000048012"	0	0.2653	0	1.108922	0	1.449283	0	0.450389	0.06579	0	0.319262	0
"ENSMUSG00000048065"	0.380248	0	0	0.30397	0.405139	0	2.39604	0	0	0	0	0
"ENSMUSG00000048200"	0.898538	3.819623	4.115269	1.857544	4.696489	3.015402	2.272081	0.9473	1.078378	16.57305	7.757094	11.226754
"ENSMUSG00000048330"	0	0	0	0.51231	0.649737	0.763629	0.960522	0.199183	0.028829	3.80081	2.896088	5.952882
"ENSMUSG00000048425"	0	0	0	0.007449	0	0	0	0	0	0	0	0
"ENSMUSG00000048469"	0	0	0	0	0	0	0.245244	0.046339	0.009334	0	0	0
"ENSMUSG00000048528"	0	0	0	0	0	0	0	0	0.016153	0	0	0
"ENSMUSG00000048583"	2.948119	5.020866	0	186.572525	256.768799	373.642426	40.252884	62.125317	52.307495	7.081195	7.563957	10.985826
"ENSMUSG00000048779"	26.930542	66.675804	98.046463	2.36989	0.94262	0.66847	0.08015	3.524352	0	0.188899	2.319942	1.107998
"ENSMUSG00000048782"	0	0	0	0.175121	0.387172	0	4.082148	0.165028	0.048351	0	0	0
"ENSMUSG00000048897"	8.943686	22.645309	34.857689	6.285812	5.424771	8.013288	2.919955	4.682671	1.443811	6.308949	5.698257	9.146786
"ENSMUSG00000049109"	0	0	0	0	0	0	0.001575	0	0	0	0	0.037365
"ENSMUSG00000049123"	0	0.065393	0	0.158917	0.101496	0.191278	0.077844	0.301378	0.016085	0	0.136272	0
"ENSMUSG00000049280"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000049350"	0	0	0	0	0.701687	0	0	0	0	0	0	0
"ENSMUSG00000049420"	0	0	0	2.096099	0	0	0	0.628844	0.242676	0	0	0
"ENSMUSG00000049516"	10.87764	33.184811	24.651514	26.93712	23.32946	24.429655	10.295872	16.627758	6.263975	6.19272	10.638713	18.556147
"ENSMUSG00000049571"	0	0	0	0.410109	0.447738	0.261645	0.096922	0.028194	0.032673	0.080115	0.090417	0.453656
"ENSMUSG00000049580"	0.612875	0.261868	1.014598	19.634666	23.081881	20.017319	2.160607	1.970415	1.244261	0.278936	2.801717	3.003818
"ENSMUSG00000049583"	0.000274	0	0	0	0	0	0.00832	0	0	0	0	0
"ENSMUSG00000049641"	0	0.293827	0	0	0.47921	0	2.741435	12.576945	3.653309	0	2.18589	0.173745
"ENSMUSG00000049643"	3.782914	12.456288	14.57568	2.951497	2.589962	2.735785	2.613647	4.997346	1.345392	1.464256	2.404837	3.168543
"ENSMUSG00000049674"	0	0	0	0	0	0	0	0	0	0.002973	0	0
"ENSMUSG00000049676"	0.320898	1.198693	1.190533	1.721974	2.292007	2.062119	1.73324	0.356067	0.160079	0.459686	1.016703	1.317132
"ENSMUSG00000049709"	0.107564	0	0.582111	0	0	0	0	0	0	0.140209	0.485698	0.137774
"ENSMUSG00000049728"	0.698125	1.391931	3.449644	6.045288	3.175413	4.440633	2.560325	1.451338	1.048323	1.242587	4.146354	3.107674
"ENSMUSG00000049739"	3.209998	7.408735	7.861902	8.222988	5.105711	7.715202	6.052719	5.659955	2.434501	8.843905	7.845912	10.843159
"ENSMUSG00000049797"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000049872"	0	0.052388	0	4.762143	5.194638	4.743579	1.85219	0.503911	0.02181	0	0	0
"ENSMUSG00000050085"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000050266"	0	0	0	0	0	0	0	0	0.060586	0	0	0.14662
"ENSMUSG00000050276"	0	0	0	0	0	0.115621	0	0	0	0	0	0
"ENSMUSG00000050366"	0	0	0	0	0	0	0	0.00243	0	0	0	0
"ENSMUSG00000050382"	0.080914	0	0.055263	1.834808	1.593656	1.995952	0.900922	0.504752	0.445685	0.122046	0.37806	0.733502
"ENSMUSG00000050440"	0	0	0.782903	0	0	0	0	0	0	0	0	0
"ENSMUSG00000050473"	0	0	0	0	0	0.768509	0	0	0.138607	0	0	0
"ENSMUSG00000050708"	542.604614	1636.871094	2142.841797	224.75827	222.745087	210.691925	51.499981	174.066849	31.726368	82.949127	133.360092	206.158585
"ENSMUSG00000050844"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000050855"	0.105405	0	0.435029	0.429908	0	1.1418	1.609429	0.23182	0.371439	1.068985	1.405913	0.558888
"ENSMUSG00000050870"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000050953"	0.240929	0	1.164457	78.138741	87.104172	72.722382	0.363743	13.378434	4.431229	65.30735	84.596581	111.187019
"ENSMUSG00000050973"	0.239121	0	0	0	0.733796	0.677283	0.610873	0	0.223257	0.729661	0.578042	0.992361
"ENSMUSG00000051007"	1.295887	2.166348	5.412149	8.128296	6.326259	6.3784	3.886329	2.961377	1.397937	1.620958	0.862003	2.813535
"ENSMUSG00000051041"	0	0	0	18.964537	19.32086	20.473475	2.498478	0	0.259444	0	0	0
"ENSMUSG00000051048"	0	0.07663	0	19.731825	30.678789	22.572889	0	0.536497	0.233642	0	0.662012	1.147727
"ENSMUSG00000051051"	0	0	0	0	0	0	0	0	0	0	0.055277	0
"ENSMUSG00000051113"	0	0	0	0.100287	0.077664	0.725644	0	0	0.142433	1.00973	0	0.324004
"ENSMUSG00000051180"	0.003568	0.08891	0.250576	0.166958	0.417502	0.886116	0	0.095624	0.032283	0.025745	0.109941	0.036132
"ENSMUSG00000051182"	0	0	0	0.009548	0	0	0	0	0	0	0	0
"ENSMUSG00000051200"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000051340"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000051354"	0	0	0	0	0	0.498231	0	0	0.04386	0	0	0
"ENSMUSG00000051437"	0	0	0	0	0.003311	0	0	0	0	0	0	0
"ENSMUSG00000051451"	5.328325	14.229023	13.932427	19.391064	19.002083	18.302691	16.823166	14.814692	7.458494	12.041831	15.388134	20.907652
"ENSMUSG00000051504"	0.282378	0.588053	1.778425	0	0	0	0	0	0	0	0	0
"ENSMUSG00000051515"	0	0	0	0	0	0	0.581468	0	0.011764	2.42701	3.236522	3.704768
"ENSMUSG00000051680"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000051727"	0	0	1.231214	0	0	0	0.137083	0.044357	0.047058	0	0	0
"ENSMUSG00000051735"	1.035012	4.695065	8.174767	1.290474	3.921701	2.289211	1.337656	1.70653	0.885121	1.24969	2.260558	2.615117
"ENSMUSG00000051736"	0.117818	0.654941	0	26.376255	31.606855	35.413021	1.767856	1.878416	0.328726	1.378772	9.811164	14.798218
"ENSMUSG00000051910"	0.108941	0	0	0.217369	0.356705	0.227297	12.415041	4.071144	1.124575	0.163882	0.189944	1.220999
"ENSMUSG00000052040"	6.710205	19.95355	24.597118	14.149718	13.949531	13.05892	16.864277	7.970029	3.269015	32.033379	22.101292	21.100828
"ENSMUSG00000052273"	0	0	0	0.366677	0.490821	0.252849	0	0	0	1.765893	0.427014	0.257432
"ENSMUSG00000052301"	0.044851	0	0	0	0	0.529007	0.241248	0	0.020069	0	0.150937	0.313486
"ENSMUSG00000052305"	0.293601	0.274598	1.896744	0.481216	1.858952	0	4.621336	1.284535	0.312268	13.540896	6.388591	23.121302
"ENSMUSG00000052353"	0	0	0	1.533961	1.60709	1.48232	0	0.610987	0.476221	0	0	0
"ENSMUSG00000052707"	5.589156	17.17712	15.041785	27.349865	20.044947	21.539318	19.067911	17.730864	6.668524	11.879631	14.394409	18.825211
"ENSMUSG00000052749"	0.546565	1.178621	2.721567	0.031077	0.18095	0	0	0	0	0.19313	0.069438	0.286988
"ENSMUSG00000052889"	16.121811	42.624653	38.831451	1.000081	0.544735	0.636165	0.047886	1.577428	0.034076	0.032026	0.15165	0.145619
"ENSMUSG00000052974"	0	0	0	7.92315	9.582706	5.041618	1.760942	0	0	0	0	0.129412
"ENSMUSG00000053025"	0	0	0	0.073031	0	0	0.180937	0.283806	0.064993	0	0	0
"ENSMUSG00000053046"	0.235804	0	0.764005	0.919665	0.891589	1.901974	2.336501	0.546468	0.44962	2.31184	1.776338	2.176361
"ENSMUSG00000053111"	0	0	0	1.360473	2.039938	2.356561	0.150333	0.114533	0.041453	0	0.435547	0.093668
"ENSMUSG00000053198"	0	0.233124	0.634573	2.048687	2.025162	2.570389	10.83694	0.903802	0.360555	0.820347	2.264056	3.144037
"ENSMUSG00000053219"	0	0	0.909318	0	0	0.428544	0	0	0.075978	0.232829	2.20172	1.091828
"ENSMUSG00000053565"	16.415747	45.225266	70.84301	48.349625	51.731842	35.094616	18.942869	51.627308	16.325884	17.885998	39.583103	38.662064
"ENSMUSG00000053801"	0.479497	0.2946	0.534525	1.539176	0.503645	0.222329	0.561342	2.065954	0.671685	0.145747	1.716309	2.537278
"ENSMUSG00000054065"	0	0.327909	0.859993	0	0	0	0	0	0.017398	0.262221	0.348777	0.781621
"ENSMUSG00000054161"	0.304451	0.804395	0.666728	0.680146	0	1.071951	0.418888	0.446928	0.171458	0.791504	0.515994	1.745482
"ENSMUSG00000054236"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000054381"	1.023207	2.826133	3.550156	4.993783	4.56895	3.929293	2.519409	2.115456	0.526114	3.299943	3.530079	4.552614
"ENSMUSG00000054498"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000054555"	0.077077	0.054298	0	45.439907	62.783043	53.846657	1.228098	2.491586	2.315192	0	5.385386	3.350817
"ENSMUSG00000054662"	0	0	0	0	0	0	0	0	0.006709	0	0	0
"ENSMUSG00000054676"	1.108522	4.072241	10.034751	6.042927	10.200778	6.405312	1.613975	1.936315	0.393119	1.519813	0.793415	1.952988
"ENSMUSG00000054716"	1.395296	1.781017	2.338264	9.040751	6.973679	5.859113	5.570782	4.790444	1.513323	3.696645	4.15942	2.812997
"ENSMUSG00000054746"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000054759"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055102"	0	0	0	0.528657	1.727732	0	0	0	0	0	0	0.216624
"ENSMUSG00000055116"	3.25318	5.952424	7.268882	24.680288	28.34495	23.512182	14.073367	6.565535	2.67968	13.310846	5.96338	10.827508
"ENSMUSG00000055319"	2.531206	6.546378	6.541793	15.302891	13.22005	13.675945	6.399127	8.966707	3.831427	6.450665	8.928399	10.573919
"ENSMUSG00000055407"	0.011241	0.060819	0.35149	13.185832	11.899879	14.265727	5.034328	1.201434	0.727767	14.638646	7.792815	15.733156
"ENSMUSG00000055489"	0.043665	0	0	0	0	0	0.542198	17.029894	12.218392	0	0	0
"ENSMUSG00000055493"	0.304688	1.305461	1.066812	2.155359	1.328463	2.588044	1.31083	1.285145	0.391758	1.430315	0.707625	1.158244
"ENSMUSG00000055610"	0.001736	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055629"	0	0	0	0	0	0.108959	0	0	0	0.419915	0.060157	0.231
"ENSMUSG00000055643"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000055652"	0.63951	1.665581	2.837457	1.532502	2.058806	1.592544	1.334987	1.075755	0.496123	2.042601	0.961486	2.991667
"ENSMUSG00000055723"	0.601736	0.756552	1.700008	5.190313	6.962386	3.89708	2.830046	18.241236	3.15831	5.508506	10.731288	7.33847
"ENSMUSG00000056043"	0.008008	0.009503	0.007743	0.260826	0.089321	0.345033	0.009441	0.009306	0.050826	0.162538	0.271671	0.256257
"ENSMUSG00000056073"	0	0	0	0	0	0	2.55387	0.197291	0.019175	0	0	0.024496
"ENSMUSG00000056144"	3.502892	10.222176	21.294191	8.994098	7.186692	10.229803	4.36882	5.148102	1.253235	13.60725	5.728438	14.094176
"ENSMUSG00000056216"	8.181066	25.060072	35.240616	12.543521	8.459773	9.369961	8.39958	9.362679	3.30475	14.71628	23.859545	20.573713
"ENSMUSG00000056383"	2.472098	5.734141	7.313305	7.400752	7.339585	6.860875	4.295594	3.853985	1.519106	3.42352	5.080577	7.424007
"ENSMUSG00000056509"	0	0.121084	0	0	0	0	0	0	0.078372	0	0	0
"ENSMUSG00000056856"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056883"	0	0	0	0	0	0	0.007343	0	0	0	0	0
"ENSMUSG00000056885"	0	0	0.368315	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056972"	0	0	0	0	0	0.012272	0	0	0.003462	0	0	0
"ENSMUSG00000057093"	0.053945	0.511881	0.267976	1.840696	0	0.292912	0.630563	0	0.273365	0.08896	0	0.322449
"ENSMUSG00000057143"	2.879801	7.758671	13.542184	8.580363	7.921491	7.098769	2.461266	4.710333	0.996754	8.720083	2.916365	7.204554
"ENSMUSG00000057337"	0	0.037442	0	0	0	0	2.199563	1.566205	1.108881	0	0	0.764766
"ENSMUSG00000057342"	2.536225	5.467142	9.788766	1.99989	5.11132	2.549857	3.266577	2.288242	0.680396	2.880181	2.366671	2.668218
"ENSMUSG00000057461"	0	0	0	0	0	0	0.001768	0	0	0	0	0
"ENSMUSG00000057465"	0.179871	0.161082	0.320899	0.147131	0	0.473027	0.033659	0.183544	0.062761	0.136327	0.181311	0.357442
"ENSMUSG00000057596"	10.087498	18.679878	37.088287	11.31459	7.161467	8.564515	0	1.843246	0	4.025276	3.335564	11.12735
"ENSMUSG00000058145"	0	0	0.025528	8.283825	7.779562	10.82238	0.435383	0.362832	0.22607	0.132749	0	0.002571
"ENSMUSG00000058200"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000058239"	9.056662	16.815052	29.223284	15.348881	8.209451	18.35482	6.36702	15.220683	2.956508	6.748018	9.514958	9.464782
"ENSMUSG00000058297"	0.013448	0.040985	0.083541	6.923325	9.034623	6.373429	1.680143	2.574223	1.064557	3.036507	0.434813	4.247065
"ENSMUSG00000058298"	2.728016	5.218324	6.342773	1.927666	3.324848	5.548497	5.755759	5.360895	1.272477	5.806427	4.975926	9.030903
"ENSMUSG00000058325"	5.033106	10.816172	11.032033	19.78796	19.443251	18.7271	15.392031	8.934809	3.839989	20.556633	39.332047	45.859886
"ENSMUSG00000058402"	0	1.068689	0	2.563337	0.221635	5.182347	3.696407	1.677793	0.736263	2.212641	1.658239	3.466745
"ENSMUSG00000058447"	0	0	0.234857	0.681798	1.115401	0.866107	0.680698	1.563445	0.449618	0.287336	0.82568	0.864365
"ENSMUSG00000058537"	0	0	0	0	0.042231	0	0	0	0	0	0	0
"ENSMUSG00000058709"	2.138377	8.49322	7.549331	7.401908	8.199307	8.466664	7.198799	4.235146	2.04195	9.499657	8.193024	11.497748
"ENSMUSG00000058886"	1.404234	2.699159	5.978609	10.901364	11.242133	11.611694	9.192175	4.082165	2.182017	9.336249	8.022026	9.292083
"ENSMUSG00000058966"	0.083185	0.002007	0	2.03523	2.423787	0.587033	0.228941	0.025696	0.03633	1.490045	0.975356	2.808967
"ENSMUSG00000058975"	0	0	0	0	0	0	0	0	0.069632	0	0	0
"ENSMUSG00000058976"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000059031"	0.029595	0.179407	0.181293	0	0.192267	0	0.055649	0.131985	0	0.113254	0.155878	0.088838
"ENSMUSG00000059070"	18.133764	44.318478	32.114033	76.289932	28.737761	48.652401	21.129721	98.835304	18.829584	9.41193	62.512241	63.855701
"ENSMUSG00000059087"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000059108"	0.760738	1.609349	4.735415	0	0	0.166996	0	0.727508	0	0	0	0
"ENSMUSG00000059119"	5.551827	16.688076	18.910341	21.072058	19.794172	20.360312	15.572512	27.162973	7.988091	16.776827	33.533894	35.611507
"ENSMUSG00000059128"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000059136"	0	0.000326	0	0	0.0055	0.009346	0.003611	0	0	0	0.029775	0
"ENSMUSG00000059146"	0	0	0	0.141145	0.019716	0.061248	2.38498	0.126147	0.004221	0	0	0.027024
"ENSMUSG00000059319"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000059824"	2.202853	5.874741	9.349663	3.579581	3.448116	4.34809	3.767023	0.698619	0.53641	1.919916	1.659224	1.775773
"ENSMUSG00000059975"	0.651945	1.742386	2.292812	4.552478	3.83736	5.096174	3.787123	1.977076	0.71181	2.020215	2.215459	3.877733
"ENSMUSG00000060034"	0.135151	0	1.272798	0	1.546378	0	0.665408	0	0.106226	0	0.122295	0.18682
"ENSMUSG00000060105"	0	0	0	0	0.056579	0.620083	0	0	0	0	0	0
"ENSMUSG00000060240"	0	0	0	0	1.412398	0	4.847961	0	0	0	0.35149	1.451187
"ENSMUSG00000060260"	1.599818	5.158626	6.576069	1.815336	1.386017	0.992841	0.940416	1.564068	0.478976	2.718897	2.851264	2.976906
"ENSMUSG00000060279"	6.430142	15.206125	21.863585	28.722946	18.969759	18.892624	15.399018	20.270784	6.68613	13.702328	18.404829	22.497498
"ENSMUSG00000060314"	0	0	0	0	0	0.815084	0	0	0	0	0	0
"ENSMUSG00000060407"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000060441"	1.665212	2.926907	7.035408	3.410553	4.157961	2.924319	1.378584	0.76753	0.343435	3.399757	1.963739	2.63499
"ENSMUSG00000060487"	0	0	0	0.382234	0	0	0.798247	0	0	16.818697	6.477523	7.451567
"ENSMUSG00000060503"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000060538"	6.079252	14.317963	28.406199	14.666826	18.309322	13.25195	9.472793	5.019952	1.524668	5.268043	4.648588	7.488523
"ENSMUSG00000060591"	28.717558	46.667198	53.377808	126.686913	111.768402	117.221451	22.614195	28.265114	9.82124	45.891884	69.430229	82.497726
"ENSMUSG00000060601"	5.718842	17.890678	22.999353	13.772634	9.005478	13.135909	15.173602	7.02672	2.154743	16.292847	11.619143	21.588928
"ENSMUSG00000060747"	0	0	0	0	0	0	0	0	0	0	0.079078	0
"ENSMUSG00000060759"	0	0	0	0	0	0.107861	0	0	0	0	0	0
"ENSMUSG00000060888"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000060962"	0	0	0.262315	1.349029	0	0	0	0	0	0	0	0
"ENSMUSG00000061079"	2.556209	5.409498	7.741885	4.617094	5.155096	3.852731	5.805802	4.903409	1.772251	5.837042	7.077446	10.627011
"ENSMUSG00000061099"	0.185325	0.266614	0.268529	0	0.692196	0.297063	0.647844	0.227972	0.109655	0.609765	0.408491	0.512248
"ENSMUSG00000061119"	24.855003	66.274849	68.496948	9.258964	9.432965	10.802258	2.572359	9.717707	2.575424	19.222925	42.366188	29.730539
"ENSMUSG00000061479"	4.702008	10.086043	15.587616	10.137771	12.305757	14.087797	7.690525	23.593466	7.088785	4.979627	19.601215	20.425495
"ENSMUSG00000061489"	0	0	0	0	0	0	0	0	0	0	0	0.002569
"ENSMUSG00000061626"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000061723"	5.900647	10.362508	2.673127	27.911587	24.769299	33.007992	2.025121	36.55637	6.993819	0.449888	0.131746	1.6767
"ENSMUSG00000061759"	1.263496	4.603599	2.800845	7.524484	6.135033	3.412521	3.207874	2.491063	1.428974	2.198659	4.269479	3.660629
"ENSMUSG00000061787"	105.853256	275.578247	281.48291	371.813446	364.913513	299.552521	79.054115	311.099243	98.46907	87.570343	297.248199	274.184326
"ENSMUSG00000062031"	2.030977	3.624982	5.502923	9.195477	9.094092	9.724454	3.631122	1.80825	0.861869	4.80654	3.081776	4.913691
"ENSMUSG00000062040"	0.484834	1.263803	1.50077	6.887723	6.217153	6.332687	2.095702	1.676033	0.70295	1.123567	1.508586	4.434137
"ENSMUSG00000062044"	0	0	0	0.364929	0.389521	0	0.074047	0	0.020599	0	0.107612	0.158382
"ENSMUSG00000062074"	0	0	0	2.739784	1.462578	2.431467	0	0	0.106336	0	0.557999	0.497138
"ENSMUSG00000062132"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000062142"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000062434"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000062542"	0	0	0	0	0	0	0.158318	0	0	0	0	0
"ENSMUSG00000062553"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000062593"	80.016357	235.926254	232.49913	0	0.7127	0	0.099069	8.092598	0.028383	0	0	0.821477
"ENSMUSG00000062712"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000062782"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000062797"	3.060405	5.690778	6.57043	15.192193	19.32893	17.575068	7.917019	10.135576	3.795624	2.641189	14.707713	14.288867
"ENSMUSG00000062866"	5.097978	11.990425	16.201626	36.827328	35.296417	43.352535	16.545977	7.681424	4.309286	26.101431	14.630837	26.259632
"ENSMUSG00000062944"	0.616007	1.046372	0	0	1.518266	1.426198	0	0.604495	0.291502	0	1.048225	1.396204
"ENSMUSG00000062987"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000063047"	1.099402	3.377529	4.625243	4.620532	7.024627	4.283869	4.199582	3.944011	1.58638	5.07125	3.873116	5.728743
"ENSMUSG00000063065"	18.700644	54.261253	61.63287	26.099594	26.687677	25.710394	17.822454	19.56016	6.289374	58.476269	58.885132	77.741104
"ENSMUSG00000063089"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000063160"	0.371689	0.813533	1.376902	12.99443	13.82506	14.123824	3.468372	3.157527	1.994458	0.864502	1.031842	2.221397
"ENSMUSG00000063177"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000063179"	1.668563	5.244723	5.088396	8.374272	12.369101	8.174846	7.809393	3.896888	2.480808	6.183154	4.927191	6.772527
"ENSMUSG00000063229"	33.86269	102.847351	125.795433	113.874611	113.841805	118.143967	44.975334	157.399704	31.770704	55.319389	151.042679	137.604431
"ENSMUSG00000063230"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000063297"	0	0	0	0	0	0	1.214095	0.15893	0.094753	0.000334	0.06922	0.091073
"ENSMUSG00000063428"	0	0	0	0	0.075757	0	2.369936	0	0.031131	0	0	0
"ENSMUSG00000063511"	12.225071	31.994049	34.200382	36.492828	43.184998	46.578148	41.742306	45.924328	15.980714	22.487511	42.795746	31.668102
"ENSMUSG00000063550"	17.741583	45.872635	47.928654	32.76918	37.562073	32.181618	22.020622	26.224911	9.113536	14.350597	24.930426	32.229805
"ENSMUSG00000063615"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000063760"	0.633756	1.452022	1.513187	5.683067	5.148351	4.958495	4.186689	9.624986	3.376755	1.002713	2.139639	1.879079
"ENSMUSG00000063903"	0	0	0	0.13089	0	0.328599	0	0	0	0	0	0
"ENSMUSG00000063953"	0.998839	3.122879	3.035104	2.184405	2.538636	2.674442	2.157588	2.750731	0.651506	1.836618	3.784188	3.956814
"ENSMUSG00000064065"	0.926217	2.619973	4.141458	0	0	0	0	0.031976	0	0	0	0
"ENSMUSG00000064109"	2.377209	6.454246	9.790089	0	0	0	0	0	0	0	0	0
"ENSMUSG00000064158"	0	0	0	0	0	0	0	0	0	0.634263	0.482583	0.904499
"ENSMUSG00000064194"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000064223"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000066100"	0	0.012178	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000066101"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000066108"	0	0	0	0	0.222417	0	0	0	0.065715	0.075684	0	0.239132
"ENSMUSG00000066122"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000066129"	0	0	0	0	0.136126	0	0	0	0	0	0	0
"ENSMUSG00000066232"	11.382113	32.339489	33.491093	28.699614	23.693256	24.46538	18.449966	56.791615	20.373493	10.892102	52.188221	54.781521
"ENSMUSG00000066239"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000066241"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000066242"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000066258"	7.092471	10.978644	21.249176	18.369614	10.02356	12.835603	7.584675	5.889846	2.213689	22.372498	5.952339	18.656904
"ENSMUSG00000066262"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000066263"	0	0	0.008891	0.00741	0	0	0	0.011235	0	0	0	0
"ENSMUSG00000066268"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000066272"	0	0	0	0	0	0	1.507336	0.181464	0.151392	0.169768	0.002641	0.374654
"ENSMUSG00000066273"	0	0	0	0	0	0	2.918197	0	0.025409	0.347278	0	0.076527
"ENSMUSG00000066279"	0	0	0	0.514394	0	0	0	0	0.214507	0	0	0
"ENSMUSG00000066306"	8.68985	21.443226	33.060165	36.522694	26.378477	32.412621	27.51454	24.102293	9.319113	24.930475	20.009014	28.318861
"ENSMUSG00000066378"	0.060371	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000066406"	17.843704	50.64399	49.072865	71.83712	62.224922	68.220909	26.322815	23.321667	8.684515	19.337042	38.617439	41.230232
"ENSMUSG00000066512"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000066513"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000066537"	0	0	0	0	0.139275	0.094873	0	0	0	0	0	0
"ENSMUSG00000066571"	2.964828	8.002798	12.427015	24.513054	20.555405	20.250849	28.561974	14.259357	6.743544	59.653313	76.271736	81.226517
"ENSMUSG00000066979"	3.601465	8.045026	15.63005	7.268131	6.511336	9.519198	7.932553	12.903686	3.840132	9.453588	14.545649	16.533194
"ENSMUSG00000067173"	0.022274	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000067616"	0	0	0	0	0	0	0.325855	0	0	0	0	0
"ENSMUSG00000068959"	1.434675	4.272464	3.255941	2.901298	3.423512	3.081443	2.074407	1.73099	0.767719	2.170015	2.667545	2.805791
"ENSMUSG00000069662"	52.41013	132.376587	132.935852	356.285339	360.078613	369.561127	32.660324	62.132442	24.642986	78.616722	35.034378	55.216839
"ENSMUSG00000069670"	0	0	0	0	0	0	1.68349	0.746428	0.105593	0	0.021917	0
"ENSMUSG00000069706"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000069708"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000069712"	0.001121	0	0.074274	0.043625	0	0	0	0	0	0	0	0.044098
"ENSMUSG00000069727"	0.726735	0.844269	1.660352	4.345445	2.88027	5.47574	2.364901	0.944871	0.576533	0.153948	2.36795	1.551797
"ENSMUSG00000070348"	1.905566	5.635234	7.972858	7.182178	3.7507	6.452199	7.718107	12.89483	3.20891	3.577384	33.840355	27.523718
"ENSMUSG00000070366"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000070369"	0.139245	0.501499	0.290424	0	0	0	0	0	0	0	0	0
"ENSMUSG00000070371"	0	0.149454	0	1.164169	3.372977	0.979177	0.315946	0.298375	0.278986	0	0.241175	0.260812
"ENSMUSG00000070421"	0.038676	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000070423"	0	0	0	0	0	0	69.636086	5.632493	0.962632	1.889947	3.409273	8.663179
