"gene"	"Old.Resolving-Mac.D7_3"	"Old.Resolving-Mac.D7_1"	"Old.Resolving-Mac.D7_2"	"Old.FAPs.D7_1"	"Old.FAPs.D7_2"	"Old.FAPs.D7_3"	"Old.MuSCs.D7_1"	"Old.MuSCs.D7_3"	"Old.MuSCs.D7_2"	"Old.ECs.D7_1"	"Old.ECs.D7_2"	"Old.ECs.D7_3"
"ENSMUSG00000015575"	30.185699	89.360306	104.338715	51.317093	47.011833	48.687168	16.655685	24.771666	6.427424	14.553085	31.874086	39.799671
"ENSMUSG00000015597"	2.207866	2.463094	4.65831	8.70085	8.078777	6.978667	4.610973	5.354283	1.894731	3.943928	3.34046	4.4758
"ENSMUSG00000015599"	0	0	0	0.045914	0.635442	0	0	0	0.135814	0	0	0
"ENSMUSG00000015605"	2.663892	5.587959	7.645888	11.094449	11.769122	8.456969	11.731435	13.049856	3.742716	7.272274	11.952641	16.497522
"ENSMUSG00000016206"	4.414399	8.717898	13.809147	2.418024	1.428375	3.680272	0.691515	1.55068	0.108195	3.514691	1.856756	3.459662
"ENSMUSG00000016283"	1.224745	2.46227	0.191691	0	0	0	0	0	0	0	0	0
"ENSMUSG00000016554"	7.530664	15.052755	24.584606	17.330332	16.909391	15.366318	13.090169	26.488119	7.906775	11.013452	28.664864	28.182253
"ENSMUSG00000016619"	3.171801	9.057794	10.05058	5.21221	5.677093	5.542641	3.589945	8.887215	2.589366	3.570048	8.457373	9.722936
"ENSMUSG00000016624"	0.013987	0	0.189874	0.272429	0	0.359316	0.953478	0.205419	0.121227	3.778476	2.116841	3.555431
"ENSMUSG00000016637"	1.445796	2.79709	2.278662	11.453595	6.894083	9.037302	3.475505	3.903816	1.46417	2.46108	2.379857	3.027542
"ENSMUSG00000016757"	1.223143	2.011913	3.105748	3.884123	3.876842	4.186782	1.884412	6.758869	1.824538	1.900468	5.296684	7.870474
"ENSMUSG00000016758"	0	0	0	0.622934	0	0	0.32542	0	0.148781	3.895513	3.934662	4.082276
"ENSMUSG00000016763"	0	0	0	0.579898	0.274444	0.395513	0.149908	0.106188	0.154796	1.210445	0.216094	0.893985
"ENSMUSG00000016946"	1.41234	3.970643	8.377855	10.826171	9.085518	12.32153	2.863573	6.168814	2.207661	5.970883	5.037278	6.413819
"ENSMUSG00000018008"	37.945591	81.084511	122.560562	0	0	0.232719	0	3.92114	0	0	0.345823	0.762775
"ENSMUSG00000018040"	2.672209	4.911475	5.08462	6.671362	5.815201	4.498483	3.340339	4.957342	1.523577	3.764172	7.965291	7.986571
"ENSMUSG00000018169"	1.409643	4.280423	3.845874	0	0	0	0.813675	0.430384	0	11.612768	12.538181	19.097927
"ENSMUSG00000018830"	0	0	0	1.065197	0.800498	0.738832	307.650604	19.730701	3.571862	5.633393	8.746895	24.122517
"ENSMUSG00000018865"	0	0	0	0	0	0	0	0.063801	0	0	0	0
"ENSMUSG00000019146"	0.000715	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000019320"	0	0.166721	0	0	0	0	0	0	0.223211	0.179058	0	0.154712
"ENSMUSG00000019432"	12.313242	34.721561	43.641949	36.671505	38.204899	48.446598	40.603344	59.946152	20.035673	21.323292	42.4128	54.589375
"ENSMUSG00000019487"	2.211639	3.77836	5.716314	19.587009	22.1667	20.515413	13.113821	11.238036	2.37712	11.144388	19.525188	21.639988
"ENSMUSG00000019489"	0	0	0	0	0	0	0	0	0.030413	0	0	0
"ENSMUSG00000019578"	2.129628	4.431477	3.209732	3.144892	3.57157	3.744818	2.703548	1.820131	1.166577	2.757086	1.444469	2.602086
"ENSMUSG00000019579"	1.837274	5.513255	6.991247	12.07997	8.360213	8.934727	2.977806	3.988928	1.871328	3.96987	11.664861	11.847404
"ENSMUSG00000022382"	0	0	0	0	0	0	0	1.276379	0.232304	0	0	0
"ENSMUSG00000022385"	0.298331	0.774315	1.303063	0.627796	0.377439	0.870108	0	3.772642	1.235511	0	3.596384	3.37946
"ENSMUSG00000022386"	0.615218	0.812898	1.178293	1.61391	2.290749	4.156337	4.727779	2.119759	0.72771	1.555903	2.363302	3.198609
"ENSMUSG00000022387"	8.670817	19.291296	18.807133	20.820238	17.694668	15.716636	15.218057	15.202354	7.141105	14.527811	17.826542	19.72757
"ENSMUSG00000022388"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000022389"	2.318684	9.220482	17.403601	15.420676	16.483091	19.129955	17.79538	8.874824	3.984706	6.493526	9.792399	12.948944
"ENSMUSG00000022390"	0.998949	2.540442	3.774647	10.442643	10.534493	9.809636	7.212077	6.830459	2.711981	5.199166	5.808548	9.727343
"ENSMUSG00000022391"	1.883671	4.254761	5.802513	2.70468	3.006577	3.386127	2.657075	8.658088	2.64327	2.824109	10.747745	7.972989
"ENSMUSG00000022400"	9.046771	22.440056	31.180855	17.266579	19.35218	17.450695	15.253983	19.48904	6.866307	12.729983	32.883129	29.625216
"ENSMUSG00000022401"	0.980235	1.327215	1.866322	3.451399	3.866732	4.052459	2.956226	2.564795	1.105532	1.050144	2.845109	2.344006
"ENSMUSG00000022403"	11.854793	31.126488	29.328053	42.672138	40.709835	42.626419	14.327582	34.277424	10.876463	10.692331	34.64045	33.46711
"ENSMUSG00000022404"	3.765586	8.326627	9.444917	15.013029	9.646889	12.871222	9.351829	9.721759	3.915263	4.676364	8.784634	8.944283
"ENSMUSG00000022408"	0.442812	2.119161	1.827185	0	0	0	0	0	0	0	0	0
"ENSMUSG00000022412"	1.560877	3.431967	4.737886	5.731912	4.182298	4.38123	5.676298	5.232691	1.944374	3.572627	5.825839	6.878348
"ENSMUSG00000022414"	0.439181	1.662908	2.064612	2.380016	2.983412	2.104316	4.214016	1.294865	0.998593	0.466017	1.340672	2.661295
"ENSMUSG00000022415"	5.730367	26.821756	36.383568	0	0	0	0.243839	0.510542	0	0	0	0
"ENSMUSG00000022421"	0	0	0	1.465154	2.938668	2.312204	1.038343	0.929396	0.504384	0.229982	2.2824	4.076633
"ENSMUSG00000022428"	0.563618	1.640232	1.59397	3.875785	3.490325	5.983265	1.644226	2.014161	1.057434	1.284532	3.950227	2.810595
"ENSMUSG00000022429"	0.053637	0	0	0.16335	0.535887	0	0.839857	0	0.071278	0	0.667406	0.261953
"ENSMUSG00000022431"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000022432"	0.033283	0	0	0.652695	0.675699	0.736155	0.136297	0.102087	0.065775	0	0	0
"ENSMUSG00000022433"	5.923454	17.71665	18.671936	19.163567	17.99225	13.5006	19.722425	11.022387	4.940614	12.423913	16.933611	26.095955
"ENSMUSG00000022434"	0.73567	1.562525	1.894293	4.21342	3.640317	2.999461	4.329664	1.768739	0.539825	1.563538	2.581757	4.986079
"ENSMUSG00000022436"	8.210156	18.375824	36.447548	7.024168	6.869991	9.766811	1.515442	0.939916	0.8204	0.213124	0.833592	1.984581
"ENSMUSG00000022437"	3.084596	8.795823	5.580251	4.384692	5.513532	4.744635	5.752266	9.626103	2.263136	2.919433	6.170558	12.667214
"ENSMUSG00000022439"	4.842601	10.060748	15.511317	0	0	0	0	0.928433	0.168358	1.145289	1.86982	5.293805
"ENSMUSG00000022440"	0.096274	1.560039	1.257535	65.486664	85.682648	66.538155	3.981436	4.04631	1.633731	0.709114	3.787086	3.992399
"ENSMUSG00000022441"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000022443"	29.113989	76.503922	107.258263	58.022255	59.267097	60.345253	84.328339	102.327019	42.978588	85.491631	205.361923	280.063202
"ENSMUSG00000022445"	0	0	0	0.349716	0.741164	0.823928	0.287654	0	0	0.194947	0	0.128659
"ENSMUSG00000022449"	0	0	0	0.20116	0	0	3.731699	0.507031	0.099348	0	0.252164	0
"ENSMUSG00000022454"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000022455"	0	0	0.281631	0	0	0	0	0	0	0	0	0
"ENSMUSG00000022463"	4.768956	9.487458	9.832482	14.5811	10.063574	11.095532	16.374418	24.190737	10.396781	5.772887	11.250626	10.536445
"ENSMUSG00000022464"	0	0	0	0	0.998328	1.355116	0.357371	8.845876	5.153095	0	0.634773	0
"ENSMUSG00000022469"	0.073036	0.027719	0.804511	3.813253	2.259765	2.96273	1.759458	0.340201	0.141181	33.050415	21.840258	30.999813
"ENSMUSG00000022471"	0.710747	1.722891	3.283889	4.343084	6.275151	5.521327	3.361021	2.728838	1.778142	0.962553	4.014259	5.990986
"ENSMUSG00000022472"	1.43314	11.844642	6.211194	7.015976	8.775805	8.207149	4.317661	5.808795	2.299834	3.391817	11.998278	10.037498
"ENSMUSG00000022474"	0.143615	1.086372	0.816883	8.955793	6.562467	6.506994	4.863349	2.991994	2.252236	0.34662	2.129986	2.940629
"ENSMUSG00000022475"	0.574718	1.831975	3.77883	16.374132	17.983562	18.190105	5.669983	3.052383	1.543921	34.344833	23.709938	36.4459
"ENSMUSG00000022476"	0.375664	1.095234	1.034749	3.393552	3.668595	1.705381	3.500635	3.261186	2.24864	0.853132	1.668172	3.443226
"ENSMUSG00000022477"	6.737355	18.828018	23.265648	16.640257	20.286245	19.272541	29.130377	42.143909	11.901926	13.369004	24.220974	28.339399
"ENSMUSG00000022479"	0.113238	0.097894	0.749316	0.589066	1.44403	0.702679	0	0.209503	0.256679	0	0.289072	0.251837
"ENSMUSG00000022483"	0	0.087966	0.036202	0.623585	0.426395	0.386479	0.140486	0.270552	0.019635	0	0.066781	0.043914
"ENSMUSG00000022484"	0	0	0.459598	9.22687	9.549371	8.212324	6.807756	10.855592	4.20983	0	1.422389	1.047052
"ENSMUSG00000022485"	0	0	0	1.229351	0	1.209038	10.627441	4.847991	2.763582	0	0	1.96402
"ENSMUSG00000022487"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000022488"	41.933666	119.435776	146.008087	0.226745	0	0.198998	0.156012	5.44741	0.026748	0	0.18981	0
"ENSMUSG00000022498"	3.070124	8.097093	7.647188	11.095897	9.820229	10.692739	18.393114	10.756298	2.679504	10.517518	10.688092	13.006221
"ENSMUSG00000022500"	39.784164	107.413879	135.847092	36.912296	39.675495	39.961514	19.711691	18.091444	6.834689	13.769748	48.979958	58.790363
"ENSMUSG00000022501"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000022503"	0.759041	3.36752	3.456874	0.84183	0	0.898089	1.809574	3.777002	0.663067	0.731336	2.572495	1.859833
"ENSMUSG00000022504"	9.471547	18.720934	25.831511	0.556678	0.277999	0	0.253035	0.769998	0	0	0	0.407779
"ENSMUSG00000022505"	0.00107	0	0.006567	7.745794	9.625397	7.634581	8.617784	7.229362	2.444484	2.20452	3.742705	11.72509
"ENSMUSG00000022507"	16.492569	43.194611	41.07761	55.025482	60.50145	51.764069	37.858952	38.846958	13.311772	31.600767	48.126743	61.155987
"ENSMUSG00000022508"	12.465126	24.720514	29.235495	18.73526	20.544914	19.110773	18.020403	12.833392	3.296558	0.665952	3.385627	5.479029
"ENSMUSG00000022510"	0	0.020381	0	0.177279	0	0.160214	0.087063	0	0.125942	0	0	0.119207
"ENSMUSG00000022514"	1.14976	4.767651	0.943319	4.964844	5.081635	6.487085	8.851039	3.515788	0.901388	1.07349	3.111396	3.771408
"ENSMUSG00000022516"	2.617569	8.017921	12.432299	9.331641	5.16104	15.886036	7.468678	5.335079	2.304941	2.860355	6.142187	7.008145
"ENSMUSG00000022518"	1.080811	3.807631	4.76018	4.948807	3.081618	2.265174	3.21221	2.560452	0.966026	1.348591	3.144729	4.240571
"ENSMUSG00000022519"	0.32192	0.34766	0	0.922513	2.264227	1.056772	2.233344	22.495865	5.417487	0.086752	0.31988	0.627592
"ENSMUSG00000022521"	9.36092	23.876236	31.974905	31.716969	33.30843	30.68045	24.737492	20.598925	9.374569	20.570932	19.287363	29.790598
"ENSMUSG00000022525"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000022528"	8.452587	20.864374	28.739897	52.017921	58.871765	53.969193	55.864296	34.879181	11.184216	66.605408	24.973333	44.220905
"ENSMUSG00000022529"	6.390799	15.731806	16.531462	6.812826	4.922896	3.986458	4.420025	5.565053	1.842794	4.519247	3.649176	6.486451
"ENSMUSG00000022533"	14.634538	38.941414	40.602398	21.359583	21.58267	20.470381	15.440084	38.609348	14.232025	7.400437	46.361935	46.45504
"ENSMUSG00000022534"	6.756661	10.527042	16.927893	0	0	0	0	0.36328	0	0	0	0
"ENSMUSG00000022536"	7.041626	20.389217	24.274315	14.401156	15.973504	16.334072	13.281628	16.42017	5.584602	10.963813	16.013515	21.68363
"ENSMUSG00000022537"	0	0	0.229804	2.911157	1.368551	4.233787	1.47051	0.581512	0.36319	18.004282	11.327316	14.003675
"ENSMUSG00000022538"	1.789644	4.222889	6.354639	5.26408	3.592942	4.044379	4.420472	7.131993	2.310614	3.489445	9.034534	10.499196
"ENSMUSG00000022540"	7.193429	15.438892	15.452264	2.060249	1.043519	3.13513	3.583003	2.948801	1.160949	2.605248	3.172526	5.214235
"ENSMUSG00000022542"	0	0	0	0	0	0	0	0	0.074766	0	0	0
"ENSMUSG00000022544"	1.679471	4.77189	3.814972	5.62551	9.350021	7.471441	3.066922	2.699145	0.974092	3.400433	6.312248	5.970939
"ENSMUSG00000022548"	0.095706	0.72197	1.584877	671.135986	493.559143	567.287903	48.828136	10.562629	1.818748	0.943222	1.315222	3.214628
"ENSMUSG00000022601"	5.89548	14.492627	12.655637	19.407145	24.083151	17.809921	9.191398	11.632158	4.510156	5.426646	14.635137	17.466845
"ENSMUSG00000022610"	0	0	0	10.126286	8.997133	9.392634	6.551675	2.91325	0.796806	16.76952	16.065542	24.6001
"ENSMUSG00000022613"	0	0	0	0	0.741538	0	0	0	0	0	0	0.484332
"ENSMUSG00000022614"	2.650631	6.451794	12.887828	15.345859	17.217033	18.99271	6.993098	9.14871	3.555161	12.145844	18.859144	19.098322
"ENSMUSG00000022615"	0	0.336685	1.009084	1.134167	0.916971	0.73246	0.527412	0.367419	0.160157	1.040209	0.453981	1.321318
"ENSMUSG00000022617"	2.00384	8.039876	4.675647	4.379277	9.729724	4.540468	4.28648	2.221553	1.263588	5.759786	1.056279	3.68425
"ENSMUSG00000022619"	0	0	0	0	0	0.303111	0.079342	0.727683	0	0	0.246373	0.315353
"ENSMUSG00000022620"	1.327903	4.34824	5.498768	13.471813	12.829126	13.748504	2.176023	1.211932	0.483258	4.664699	11.547781	8.849185
"ENSMUSG00000022622"	0	0	0	0	0	0	0	0	0	5.340408	6.555235	5.800137
"ENSMUSG00000022634"	2.572022	6.635239	3.938479	11.111814	14.841613	16.082037	8.108312	7.021092	4.181933	6.922003	16.132343	14.004115
"ENSMUSG00000022635"	7.814837	16.992313	19.747755	15.141298	11.695424	18.36508	14.602014	14.339896	4.774671	11.515612	21.414377	22.29365
"ENSMUSG00000022636"	6.961664	17.007998	18.428467	0	0.224931	0.777628	0.774815	1.129528	0.326636	0	0.263067	0.240917
"ENSMUSG00000022637"	4.940021	16.222242	16.466972	35.028316	38.933937	33.564583	13.539106	13.155304	6.033452	9.54206	17.424839	17.151865
"ENSMUSG00000022641"	5.602635	12.410815	16.980967	16.25775	25.091246	23.9161	17.187979	17.11961	7.004081	10.872132	10.438475	14.910377
"ENSMUSG00000022650"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000022651"	0.342581	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000022652"	0	0	0	1.024288	1.516174	0.961659	0	0	0	0	0	0
"ENSMUSG00000022656"	0	0	0.41038	23.160734	21.917164	24.221407	10.419643	12.572799	6.25494	6.75529	10.839713	9.939556
"ENSMUSG00000022658"	0	0	0	3.08666	3.070575	3.636451	0	0.506731	0.603492	0	0	0.40891
"ENSMUSG00000022659"	0.11184	0	0	0	0.426268	0	0	0	0	0	0	0
"ENSMUSG00000022664"	4.531929	14.131283	20.666323	12.371268	9.419246	10.23409	6.832337	7.339244	1.687156	4.0533	3.75684	4.764043
"ENSMUSG00000022665"	0.048917	0	0.084664	191.113846	186.893021	167.528641	21.158962	4.481452	2.122089	2.044187	2.125928	2.545575
"ENSMUSG00000022667"	5.71236	15.587837	14.491206	0	0	0	0	0.233504	0	0	0	0
"ENSMUSG00000022668"	1.735758	3.086572	4.899228	8.803286	8.046505	4.226477	4.175725	2.777815	1.408965	3.012413	5.224047	5.172061
"ENSMUSG00000022671"	0.218686	3.837489	1.685892	9.522036	9.325755	10.160219	4.23413	3.152271	0.901624	1.450384	1.289003	3.083447
"ENSMUSG00000022674"	1.548758	3.270913	3.873482	4.296885	3.86269	4.645581	4.276067	6.471202	1.888605	3.603811	4.102117	5.955275
"ENSMUSG00000022677"	3.328242	8.789548	8.759142	11.417389	10.106027	8.776371	6.316339	9.346881	2.520985	4.500279	5.500437	5.865688
"ENSMUSG00000022678"	4.50857	13.151575	10.018111	9.036115	6.658728	12.920799	8.725108	12.485361	4.315174	8.994784	12.359992	16.392452
"ENSMUSG00000022679"	0	0.47125	1.088333	2.171168	1.504737	3.177371	0.509789	0	0	0	0.192636	0
"ENSMUSG00000022681"	8.98569	21.21199	26.758408	37.225952	33.178596	32.073128	19.186897	13.381319	4.125593	21.188244	20.865715	23.421936
"ENSMUSG00000022682"	2.140401	6.056708	6.82437	10.367122	9.388843	9.231656	6.699196	11.091561	4.296934	4.648848	8.943381	10.414558
"ENSMUSG00000022684"	3.712808	12.534609	10.553661	17.586329	20.465643	16.347103	6.956951	5.523293	2.384802	5.990703	7.484178	9.059914
"ENSMUSG00000022686"	0.26734	0.612284	1.724188	0	0	0	0.244283	4.508091	2.142812	0	1.959259	0.96996
"ENSMUSG00000022704"	0.790657	1.558739	1.8989	1.88815	3.27346	3.488109	4.238024	3.601098	1.864094	2.901846	4.443354	6.718116
"ENSMUSG00000022706"	2.954701	6.505134	8.089721	9.486459	8.326057	7.341629	3.822948	8.480548	2.999906	4.078876	10.523451	7.90568
"ENSMUSG00000022707"	1.875952	4.78092	5.154769	4.239441	4.160345	3.373174	4.982295	2.80146	1.359105	3.384313	6.565657	6.522971
"ENSMUSG00000022708"	4.820565	12.95454	12.651949	114.612747	98.95993	114.218369	98.108749	55.444599	26.350668	65.037476	46.559998	68.201042
"ENSMUSG00000022710"	17.494431	39.82481	42.909382	43.07243	40.992004	45.2925	36.256508	42.990894	17.424656	34.952007	48.810196	63.788277
"ENSMUSG00000022718"	1.542798	3.515566	5.511345	9.457705	6.611329	10.470809	9.923904	9.166977	3.773979	9.469325	7.208397	9.242912
"ENSMUSG00000022721"	2.44699	6.060265	8.273095	5.997575	5.810614	6.290836	8.01701	6.955102	2.478244	5.117018	5.478346	7.881818
"ENSMUSG00000022722"	0.379	1.521409	1.328723	6.27516	5.560625	3.097814	1.836463	3.61904	1.17385	1.040563	5.22256	5.460182
"ENSMUSG00000022723"	4.651737	10.938108	12.59507	11.264557	10.609338	10.003331	5.022294	3.460329	0.850761	18.953905	17.835453	25.559765
"ENSMUSG00000022724"	1.563715	4.152374	4.641511	4.339915	4.011026	4.09479	2.259979	4.344839	1.001391	3.037058	7.99206	4.414907
"ENSMUSG00000022738"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000022742"	1.250406	2.822311	2.818262	4.658874	3.349281	4.357152	2.441236	3.338811	1.017844	0.887003	2.698716	2.797028
"ENSMUSG00000022744"	5.154987	11.318773	12.501335	12.650061	16.442884	15.067758	14.952867	16.586914	5.337325	8.431504	11.3025	16.387064
"ENSMUSG00000022747"	2.238054	2.812655	1.790051	17.209705	8.628255	10.91771	7.558757	1.392382	0.474066	32.269222	16.291006	20.824537
"ENSMUSG00000022748"	0.782963	2.697011	2.885293	3.718704	2.971422	3.074364	12.883237	6.153237	1.052389	1.45814	2.828694	3.985013
"ENSMUSG00000022749"	9.861844	28.04533	25.911266	29.273235	30.380144	34.355629	11.910235	9.801985	4.570011	10.593839	9.994516	14.939778
"ENSMUSG00000022750"	1.045871	3.777483	1.91591	13.871746	14.22398	13.893888	6.669424	5.408972	3.472561	2.270985	2.908725	3.531281
"ENSMUSG00000022751"	3.185615	6.056117	6.979079	15.158635	8.649185	14.540352	3.929068	9.46874	3.494633	6.199553	6.626365	6.875871
"ENSMUSG00000022752"	3.937998	10.420138	13.2257	11.048532	9.152423	9.583765	8.361542	25.675709	6.759618	7.693941	17.936066	17.777418
"ENSMUSG00000022753"	0.012238	0	0	0.555834	0.471636	0	0.326501	0	0.153294	0	0.177014	0.536672
"ENSMUSG00000022754"	0.132849	0	0	13.639326	15.54523	12.267646	0.800999	0	0.130143	0	0	0.469632
"ENSMUSG00000022755"	0	0	0.240082	0.088067	0.847129	0	0	0	0	0	0	0
"ENSMUSG00000022756"	0	0.403693	0	0.367886	0.692072	0	0.026504	0.232191	0.182136	0	0	0
"ENSMUSG00000022757"	7.656943	18.322186	23.195986	41.919304	33.18264	30.74036	10.946826	25.181652	9.227266	8.848961	19.136982	19.202574
"ENSMUSG00000022759"	0	0	0	0	0.453086	0	0	0	0.047649	0	0	0
"ENSMUSG00000022760"	2.015997	3.228527	5.819197	4.51945	5.373773	3.591055	4.209279	3.224957	1.64489	2.940477	2.92478	6.379806
"ENSMUSG00000022763"	0	0	0	0	0.611212	1.965987	0	0	0.10688	0	0	0.216125
"ENSMUSG00000022766"	0	0	0.485341	0	0	0	0.890441	0.897063	0.228502	0.541143	0	1.138445
"ENSMUSG00000022768"	0	0	0.613236	0.554635	0	0.352266	0.148069	0.625038	0.129298	0	0.680512	0
"ENSMUSG00000022770"	6.853262	14.254122	17.885916	29.246513	34.052345	35.801418	27.424002	23.631813	7.8842	16.468622	22.650089	25.982361
"ENSMUSG00000022771"	6.554432	18.796106	22.570505	26.926262	22.674042	25.457447	18.221344	14.872267	6.443898	15.774071	17.220184	20.165628
"ENSMUSG00000022772"	2.377436	8.42809	9.469551	13.020297	10.965361	10.941566	5.491431	9.612788	3.192211	5.606365	11.000891	12.80174
"ENSMUSG00000022773"	0.759629	0.774807	1.431703	6.666335	9.755466	5.630935	1.481705	1.807437	1.750122	0.734039	1.232999	2.376666
"ENSMUSG00000022779"	3.125235	9.849776	10.868797	14.786801	17.847042	16.409267	10.211274	9.889531	3.252127	15.39532	11.365843	19.997145
"ENSMUSG00000022780"	0	0	0	0.371848	0	0.256904	0	0.165004	0.168644	0	0	0
"ENSMUSG00000022783"	0	0	0	0	0	0	0	0	0	0.113661	0.371238	0
"ENSMUSG00000022787"	0.984801	2.379525	2.99402	2.687279	1.72347	1.431469	1.016393	1.089273	0.186479	1.045187	2.286017	1.526887
"ENSMUSG00000022791"	0.027682	0.318304	0	2.876746	3.018285	3.569639	4.738358	3.886306	2.054039	3.872719	7.076563	13.93098
"ENSMUSG00000022792"	0.893772	3.09134	2.410273	3.946555	1.403169	3.960481	2.309431	6.238141	1.755367	1.590059	5.403638	7.198118
"ENSMUSG00000022793"	0.737294	1.734369	3.822152	7.322294	7.808269	5.294187	1.633016	0.534602	0.22208	18.083469	13.434874	20.629988
"ENSMUSG00000022800"	6.990925	12.700423	12.972811	21.607985	24.709351	15.582492	21.343674	34.412041	10.635535	12.643501	27.516119	35.175644
"ENSMUSG00000022801"	5.60729	14.403879	18.907368	24.995256	21.911478	17.660229	16.884907	10.199101	3.984969	27.604399	26.743944	34.162891
"ENSMUSG00000022802"	0.672773	1.104251	1.735581	2.260813	1.578728	0.893415	0.676805	2.172132	0.771491	0.775398	1.603228	0.727486
"ENSMUSG00000022803"	0	0	0	0.717641	0.849488	1.499151	2.378561	2.577391	1.37033	0	0	0
"ENSMUSG00000022808"	5.645288	16.247248	17.490679	24.463451	22.71232	23.095249	10.397738	15.545684	5.864673	5.581406	10.853789	12.65967
"ENSMUSG00000022812"	8.085157	21.526886	26.882452	31.705	32.762077	29.641886	19.190399	22.151979	8.996371	14.953139	19.855574	25.964802
"ENSMUSG00000022814"	2.225508	4.089817	8.379436	4.867307	5.52452	5.754271	2.258111	4.089753	1.103209	0.852288	5.295421	4.44242
"ENSMUSG00000022820"	3.971483	9.935393	9.23094	6.870914	8.999692	8.26508	6.334181	9.93547	3.59241	5.995953	8.357158	9.716049
"ENSMUSG00000022821"	0	0	0	0.239108	0.931116	0	0	0	0	0	0	0.162621
"ENSMUSG00000022824"	0	0	0	5.282645	4.381075	2.665497	0	0.238353	0.393852	0.510729	4.752999	2.163796
"ENSMUSG00000022827"	0.835273	1.780738	2.506031	5.183449	4.588951	3.89092	1.106454	2.113138	0.848521	1.895518	2.360961	3.183905
"ENSMUSG00000022828"	1.445435	1.799126	2.31368	4.164698	3.468848	4.356378	2.285271	4.224282	1.456715	1.800528	3.806482	3.25885
"ENSMUSG00000022829"	0	0	0	0.133806	0	0	0.128521	0.131133	0.016651	0	0	0
"ENSMUSG00000022831"	8.286675	21.34893	29.001501	0	0	0.724239	0	0.651777	0	2.107206	4.816208	5.175336
"ENSMUSG00000022833"	0.322128	0.609409	0.984076	0.466013	1.353138	1.282172	1.458129	1.509513	0.496625	0.866999	1.289824	1.329518
"ENSMUSG00000022836"	0	0	0.094413	9.368159	13.762374	7.484539	122.925751	11.850453	3.637928	7.705583	13.319254	24.641121
"ENSMUSG00000022838"	0	0.510706	0	0.883756	1.073211	0.89427	0	0	0	0	0	0
"ENSMUSG00000022840"	0.011028	0.073315	0.056432	2.609587	2.164149	2.630225	9.572911	0.998275	0.485208	0.053293	0.181727	0.926526
"ENSMUSG00000022841"	13.159602	39.697853	50.15659	49.899277	40.020885	39.744591	21.315775	32.663628	11.015305	19.205814	37.629662	43.777496
"ENSMUSG00000022842"	0	0	0	2.496436	3.05197	2.99047	0.108791	0.116833	0.616217	0	0	0
"ENSMUSG00000022843"	0.169867	0.350805	0.405161	5.434012	4.971699	3.612476	4.500757	0.987925	0.833964	0.61481	2.818907	2.549613
"ENSMUSG00000022844"	0.338426	1.167944	0.317346	27.440676	28.346167	32.406635	1.385634	3.59157	1.749718	3.356228	9.451003	6.850909
"ENSMUSG00000022848"	3.044231	5.828384	7.243691	7.384193	6.166309	5.11745	7.803561	2.362652	0.830155	2.461109	2.117351	3.544212
"ENSMUSG00000022853"	0.410743	0	1.175216	1.906679	3.02488	2.229705	1.254369	0.229879	0	1.232717	0.864463	1.069363
"ENSMUSG00000022855"	8.321871	26.328308	36.423958	16.833279	19.021191	21.530144	11.108914	12.232222	6.208089	9.312228	18.342731	23.226164
"ENSMUSG00000022856"	0.751261	1.52719	3.360591	2.978981	2.728672	2.976965	2.240613	1.343394	0.746289	1.614536	1.971831	3.745368
"ENSMUSG00000022858"	25.604448	60.203293	52.864861	54.482876	65.927689	76.34832	60.613285	60.921333	20.12085	34.103649	67.793045	93.522896
"ENSMUSG00000022861"	0.196188	1.817351	2.794673	0.082053	0.074362	0	13.319036	0.873463	0.127373	0.331349	0.426334	0.883152
"ENSMUSG00000022863"	0.778907	1.970609	1.94165	8.3599	5.933711	6.507587	2.818009	5.036811	1.802939	13.006715	9.989674	16.403708
"ENSMUSG00000022864"	0.933062	3.84687	2.238103	5.736143	4.246372	4.220614	6.573358	3.956821	1.26693	4.25552	4.465331	4.723369
"ENSMUSG00000022867"	9.188001	28.264906	35.892021	30.1964	26.082056	24.93685	15.465952	12.598287	3.730042	20.113527	21.007898	28.804512
"ENSMUSG00000022871"	0	0	0	1.404975	1.223939	1.735306	0	0.331136	0.092683	0	0	0
"ENSMUSG00000022875"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000022876"	7.056038	20.262955	19.363697	0	0	0	0	0.102938	0	0.014192	0.14597	0.061074
"ENSMUSG00000022877"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000022881"	1.098646	3.016434	5.436565	5.361175	3.170361	7.262741	2.953426	8.230925	2.514768	8.343674	10.734784	12.776353
