"gene"	"Young.Resolving-Mac.D7_2"	"Young.Resolving-Mac.D7_1"	"Young.Resolving-Mac.D7_3"	"Young.FAPs.D7_1"	"Young.FAPs.D7_2"	"Young.FAPs.D7_3"	"Young.MuSCs.D7_3"	"Young.MuSCs.D7_1"	"Young.MuSCs.D7_2"	"Young.ECs.D7_2"	"Young.ECs.D7_1"	"Young.ECs.D7_3"
"ENSMUSG00000036275"	34.849274	31.263491	12.068223	58.338356	57.124756	61.685074	36.349236	47.196842	28.25452	22.865583	6.136781	17.195662
"ENSMUSG00000036309"	45.205353	40.569309	17.80118	57.862106	53.924015	61.36935	69.564301	82.313438	69.420975	38.564632	19.59841	54.136738
"ENSMUSG00000036376"	0.849571	0.977932	0.301713	0.367168	0.915832	0.97385	1.22534	1.574752	1.005952	0.945169	0.792646	1.069834
"ENSMUSG00000036391"	16.083338	17.0588	8.53644	28.970961	37.854103	34.845219	19.235085	19.358418	18.430109	14.401258	5.502329	11.028558
"ENSMUSG00000036545"	0	0	0.05468	81.781799	84.409554	81.450363	5.760431	7.060329	7.738669	0	0.089654	0.425955
"ENSMUSG00000036620"	11.368212	8.023746	7.329021	7.445514	9.942677	6.659881	11.283749	9.803252	11.460398	8.899099	4.628551	17.836575
"ENSMUSG00000036644"	15.992913	11.377563	10.71022	25.13876	22.656488	21.529678	9.956164	11.504113	9.277123	12.546607	9.136133	21.362473
"ENSMUSG00000036658"	0	0	0	0	0	0.018507	0.01984	0	0.003911	0	0	0.017491
"ENSMUSG00000036737"	10.809958	7.837722	2.530583	8.381493	8.635935	8.023332	7.786653	12.594394	6.139565	10.77976	4.519642	9.335707
"ENSMUSG00000036768"	4.285229	0.843608	1.015622	2.339284	2.717683	0.589365	14.000142	16.049162	13.936819	0.987162	0.251479	3.756964
"ENSMUSG00000036814"	0	0	0	0.454326	0.706539	0.639063	0	0.243555	0	0	0	0.093419
"ENSMUSG00000036819"	1.370276	1.738236	0.869581	2.678802	2.310739	2.668324	2.313803	2.316839	1.648267	1.046402	1.512327	2.513469
"ENSMUSG00000036860"	4.076549	5.737386	2.228406	4.258569	5.274002	6.480671	5.668844	8.08132	4.886544	1.071707	1.686346	5.781588
"ENSMUSG00000037001"	0.817225	0.433727	0.855235	3.374434	3.108582	2.865852	0.937048	1.572285	0.968537	0.694484	1.458803	2.353794
"ENSMUSG00000037145"	0	0	0	0	0	0	0.507245	0.142485	0.138943	0	0	0
"ENSMUSG00000037243"	2.241532	2.411821	0.875091	3.043484	4.717041	2.728016	3.404326	7.097061	2.221781	2.67088	1.755091	2.096718
"ENSMUSG00000037335"	0	0	0	0	0	0.8538	0	0	0	0	0	0
"ENSMUSG00000037533"	24.825918	22.795969	12.24546	18.07798	13.995066	16.130817	15.063302	18.291069	12.233979	55.910393	10.402002	13.799364
"ENSMUSG00000037573"	32.51054	35.598511	15.881529	30.141966	49.045506	34.893211	25.973394	23.834911	22.67112	173.334091	23.109985	41.001049
"ENSMUSG00000037601"	11.741624	13.072229	1.887494	3.045646	3.005212	2.659598	6.389108	6.342875	7.632109	5.043849	0.955965	1.804912
"ENSMUSG00000037750"	4.906802	5.759331	1.105569	6.541965	6.307333	7.325533	6.441422	8.323819	3.886	11.336646	5.569613	9.37198
"ENSMUSG00000037791"	13.299926	12.635009	6.044616	9.239301	12.021041	12.08478	13.034795	13.067667	9.802717	21.084494	7.761859	16.383135
"ENSMUSG00000037816"	11.184051	5.515091	3.300739	5.433136	2.560795	4.712554	4.337191	5.484064	2.376353	0.501385	1.654451	3.011788
"ENSMUSG00000037851"	10.852368	10.148179	4.653657	16.447769	12.411827	14.917058	15.963744	21.732483	15.602053	5.02567	4.623577	9.89924
"ENSMUSG00000037857"	39.9188	41.403095	18.266304	39.016823	42.628696	42.076305	31.388393	37.14587	22.112545	80.017334	14.30662	39.511433
"ENSMUSG00000037907"	0.167493	0.070442	0.301544	5.779666	6.083385	4.172398	5.432181	5.462548	5.104156	0.110959	0.496368	2.37977
"ENSMUSG00000037926"	41.632874	34.612766	15.181687	36.760498	29.081554	29.452152	36.046776	36.466896	15.158644	153.816589	57.503922	41.885387
"ENSMUSG00000037933"	9.734194	8.498251	3.956488	12.42199	10.604432	12.186085	11.094486	13.657926	10.258233	7.577964	11.527459	13.990937
"ENSMUSG00000037935"	18.274319	18.96788	7.06675	18.271807	18.256445	18.160866	23.977686	32.843788	21.95751	13.094895	10.665763	23.04524
"ENSMUSG00000037944"	1.100924	0.312101	1.190788	0	0	0	0	0	0	1.989595	0	0
"ENSMUSG00000037946"	11.101802	7.97276	3.436689	0.14721	0	0	0	0.377665	0.508885	31.985683	0	0.162765
"ENSMUSG00000037958"	7.675874	4.842609	3.164568	5.058682	4.570035	6.177969	5.396282	6.869738	6.766125	11.821158	3.252622	6.538382
"ENSMUSG00000037960"	27.35285	57.402992	12.872049	3.409862	5.977177	6.423494	4.758718	4.653413	3.564307	80.921936	4.180213	10.967
"ENSMUSG00000037966"	57.775909	66.670815	44.043537	6.189476	4.929852	3.973006	1.352502	4.363118	3.378478	170.218414	1.748425	11.1119
"ENSMUSG00000037989"	0	0.04359	0	0.040134	0	0	0.649405	0.568162	0	0	0.067472	0
"ENSMUSG00000037992"	29.388706	35.690426	7.068806	14.111747	15.140023	15.452893	7.003233	6.560147	12.367151	71.472801	2.664936	15.733484
"ENSMUSG00000038013"	6.254613	6.088748	2.075336	3.742885	4.986487	4.646356	4.347037	6.072487	3.657993	10.655041	2.75512	5.925073
"ENSMUSG00000038014"	54.248894	58.005375	19.549194	56.680496	60.510113	56.136391	51.208027	53.090157	49.988651	33.221714	16.240543	46.206844
"ENSMUSG00000038025"	6.174205	5.696318	3.133154	13.252272	11.0829	11.260592	11.229021	12.358821	7.097575	7.550904	4.957687	8.720543
"ENSMUSG00000038067"	0.413889	0	0.268659	0	1.545214	0.396207	0	0.727847	0	3.54255	0.1129	0.587716
"ENSMUSG00000038080"	4.174607	3.200492	1.524358	6.572411	4.705734	5.302535	5.270924	5.561859	3.994786	4.350507	1.927944	2.747139
"ENSMUSG00000038132"	0	0	0	0.21445	0	0	28.344439	27.04413	19.49423	0	0.296959	0
"ENSMUSG00000038145"	20.117744	17.326031	5.048782	23.093668	27.735065	26.661964	38.12888	43.210491	9.769625	45.621849	114.705635	151.8573
"ENSMUSG00000038150"	1.045426	1.538179	1.302812	9.542817	6.966156	9.693868	4.109364	4.885087	3.348749	1.411733	2.013044	3.172727
"ENSMUSG00000038178"	48.33886	49.821022	18.86101	0.778899	0.839807	0.787206	15.348409	14.630071	9.545814	38.246758	0.847843	6.413847
"ENSMUSG00000038188"	4.587152	2.448557	1.899409	0.297414	0.485411	0.247435	1.925127	2.425229	0.666789	0.321557	6.385177	22.018993
"ENSMUSG00000038195"	1.163333	0.882431	0.617536	2.357105	1.334794	1.631079	0.923927	1.360548	0.528993	0	1.061347	1.341451
"ENSMUSG00000038208"	0.63185	0.880206	0.340854	1.371653	2.038505	1.051021	0.609241	0.933642	1.249567	0.090611	0.079494	0.863826
"ENSMUSG00000038217"	4.536498	10.752127	2.131762	12.332596	9.151347	17.616392	1.472316	5.676665	5.487236	17.739058	0.64455	4.162308
"ENSMUSG00000038224"	5.827785	3.034163	0.709973	1.630329	3.199114	1.75624	0	0.500038	0.504319	1.666883	0	1.353042
"ENSMUSG00000038233"	0	0	0	6.307701	7.408287	8.494566	0	0	0	0	0	0
"ENSMUSG00000038267"	0	0.179138	0.134038	0.499072	0.577678	0.281497	2.601992	2.534307	0.915577	0.560464	1.281502	4.022124
"ENSMUSG00000038268"	0	5.636056	2.747337	0	5.648078	5.267611	4.108711	7.308011	3.650479	9.073338	1.393706	3.518605
"ENSMUSG00000038335"	3.45772	5.192971	1.645548	7.76372	8.431018	10.742239	9.101858	12.099163	11.553593	2.029969	1.13656	3.849499
"ENSMUSG00000038351"	1.208601	1.583649	0.797101	11.496754	12.243213	12.611527	3.136502	4.456291	2.263855	3.340325	0.657705	1.164957
"ENSMUSG00000038366"	64.213394	61.38596	19.321266	44.995754	46.175381	54.948914	26.321707	30.750103	20.014812	102.757332	36.10701	52.12022
"ENSMUSG00000038402"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000038412"	10.594497	5.852262	1.298056	4.88169	5.088355	6.48898	7.188008	5.88272	2.486363	7.31057	2.435427	3.947382
"ENSMUSG00000038415"	0	0.006201	0	0	0.067163	0	0	0	0.019109	0.050592	0.035081	0
"ENSMUSG00000038462"	23.543274	24.147421	9.490938	15.316377	17.5648	14.335011	35.159149	34.037121	34.013538	11.571485	5.189758	18.619326
"ENSMUSG00000038485"	3.280016	4.065833	1.832295	3.046534	2.071785	2.32508	4.294413	8.117178	3.695991	2.899815	0.963449	2.627318
"ENSMUSG00000038534"	2.457864	1.919669	1.203348	1.230159	1.821804	2.067363	1.86103	2.157588	1.462799	2.294287	1.343792	3.08291
"ENSMUSG00000038546"	36.59576	30.256271	11.937774	25.187618	27.182631	18.87982	33.632576	36.791191	21.538551	37.402153	10.042521	24.008467
"ENSMUSG00000038560"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000038615"	11.345102	11.669003	5.333265	19.212418	24.654526	23.829407	19.109247	21.801998	11.787109	11.504952	22.323996	30.100239
"ENSMUSG00000038651"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000038692"	0	1.632507	1.152714	0	0	0	0	0.284821	0	1.343086	2.599436	8.078722
"ENSMUSG00000038700"	0	0	0	0	0	0	0	0.057987	0	0	3.043514	7.54052
"ENSMUSG00000038708"	22.891367	25.848808	8.994097	34.545708	32.480003	32.449432	30.543875	33.410255	21.260782	13.544309	13.656499	21.584919
"ENSMUSG00000038721"	0	0	0	0	0	0	0	0	0	0	4.494045	9.13459
"ENSMUSG00000038732"	0.508261	2.633861	0.086321	2.175267	1.678242	2.095228	17.000584	14.619133	14.388203	0.298226	0.103514	0.662614
"ENSMUSG00000038775"	9.836147	9.410081	1.745946	2.197277	0.840054	1.636705	0.447954	0.826991	1.718334	5.955829	0.12364	0.257048
"ENSMUSG00000038845"	13.495052	14.851487	4.276217	7.26232	8.469644	8.394883	9.630878	14.738761	13.076408	7.96225	3.571733	6.961668
"ENSMUSG00000038893"	8.244747	9.931982	2.17248	9.267179	12.628809	11.407549	16.046888	16.070589	10.642056	6.121189	3.519661	8.495021
"ENSMUSG00000038909"	17.943918	17.993021	7.379195	14.09431	13.238944	15.963662	19.977472	22.884382	16.938173	14.995877	8.16713	16.124559
"ENSMUSG00000038982"	0.673474	0.569992	0.318542	1.238914	1.093213	1.30501	0.689132	1.185296	1.061836	0.494148	0.868569	1.324285
"ENSMUSG00000038994"	0	0	0	3.810902	0.877046	4.366578	1.801981	2.116296	0.262455	0	0	0.265276
"ENSMUSG00000039004"	0	0	0	1.023699	0.349418	0.93217	18.3074	16.21508	5.412607	0	51.840454	7.333071
"ENSMUSG00000039084"	1.099075	0.573639	0.538662	3.067003	1.799897	8.34515	0.478541	0.404433	0	0	0.192428	0
"ENSMUSG00000039110"	0.110142	0	0	1.228587	0.745342	0.850259	0.042302	0.266298	0.248234	0	0	0
"ENSMUSG00000039114"	0	0	0	1.037896	1.854238	1.330158	2.209171	0.700873	3.215384	0	0	0
"ENSMUSG00000039115"	13.190796	0.891333	7.827137	2.540996	2.50887	4.178981	0.531759	0.969407	0.274307	0.898853	0.700688	3.659093
"ENSMUSG00000039163"	12.434623	8.383708	4.887196	6.86685	4.518148	4.81149	5.126385	7.139964	6.181244	6.777223	2.033303	6.285789
"ENSMUSG00000039182"	2.784529	0	0.389324	2.373911	2.002729	2.708988	3.098073	3.769601	2.122552	2.252126	1.714121	3.740876
"ENSMUSG00000039230"	9.381605	7.608275	3.033162	6.203079	6.178946	8.032743	4.828678	8.65538	6.812307	4.792544	3.616478	7.639194
"ENSMUSG00000039238"	0.259108	0.129643	0.176561	0	0	0	0	0	0.236368	0	0.291934	0.43236
"ENSMUSG00000039253"	1.692433	1.001375	0.832519	3.746638	1.657103	3.474875	2.712034	2.240256	2.654427	0	1.126666	1.635214
"ENSMUSG00000039285"	44.893616	38.751915	12.754794	35.814339	32.861683	33.689369	37.560474	39.914539	20.644115	41.919033	18.444523	27.836308
"ENSMUSG00000039307"	1.897846	0.683724	0.461574	1.200061	0.697782	0.891171	1.814856	2.514479	1.563059	1.383417	1.036302	1.522606
"ENSMUSG00000039321"	0	0	0.057285	0.329665	0.373131	1.503681	0	0	0.02807	0.003104	0.091148	0
"ENSMUSG00000039364"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000039607"	0.10123	0	0.168702	60.939373	57.823132	50.769657	29.698088	32.599606	15.515669	0	0.673872	2.798456
"ENSMUSG00000039670"	0.803045	0	0.478211	0.787679	0	0	0	1.528367	0.351287	0	0	0
"ENSMUSG00000039691"	0	0	0	0	0.248392	0.177464	0	0	0	0	0	0
"ENSMUSG00000039741"	0.574661	0.722173	0.185649	3.056096	4.891614	3.774225	3.59657	4.758273	4.214995	0.341058	3.06036	7.446939
"ENSMUSG00000039781"	1.148832	0.816472	0.388679	2.898713	3.87589	2.382272	2.801664	3.646926	2.348428	0.350169	1.19538	1.813106
"ENSMUSG00000039850"	7.578346	2.494297	1.492896	5.825421	4.342089	4.19418	3.61948	4.359504	2.864483	3.158002	1.760921	6.1402
"ENSMUSG00000039908"	8.531122	5.673736	5.206388	4.092408	2.198617	3.421838	2.489486	1.323003	0.510762	13.363425	1.076648	0.378593
"ENSMUSG00000039963"	0.577759	0.171676	0.116688	0.897986	0	0.333969	0.014507	0.151367	0.818839	0	0	0
"ENSMUSG00000040283"	0.00962	0	0	0	0	0	0	0	0	0	20.665844	37.385548
"ENSMUSG00000040328"	5.763461	2.205015	0.319706	0	0.606232	0	0	0.165123	0	0.166673	0.912997	3.703877
"ENSMUSG00000040350"	0	0.012792	0.282025	0	0	0	1.088065	1.511578	0.279317	0	0	0
"ENSMUSG00000040365"	6.277466	5.362127	2.577961	3.330638	4.433215	5.671947	3.424402	7.1177	3.854869	7.475295	2.070118	5.845638
"ENSMUSG00000040373"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040405"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040471"	0	0	0	0	0	0	0	0	0	0	0.148437	3.426807
"ENSMUSG00000040483"	72.559097	30.105095	11.377526	14.423955	15.181313	18.175503	8.567018	12.534391	13.344405	8.93561	18.213753	50.173138
"ENSMUSG00000040528"	34.646111	35.553276	9.695518	34.94862	17.048939	22.933424	18.910963	22.831635	10.824996	31.392841	3.989536	32.77562
"ENSMUSG00000040543"	0	0	0	0	0	0.038484	0.56573	0.348931	0.150671	0	2.367512	1.365596
"ENSMUSG00000040554"	0	0	0	0	0	0	0	0	0.030605	0	0.017636	0.392604
"ENSMUSG00000040592"	3.485805	1.004326	3.38198	0	0	0	0	0.151787	0	0.624856	0	0
"ENSMUSG00000040594"	0	0	0	2.442796	2.189404	2.039672	1.535981	1.297914	0.892732	0.008032	0.078526	0.369227
"ENSMUSG00000040599"	9.679662	7.597598	2.776392	4.088548	4.599149	5.537708	6.379184	6.482036	5.940928	4.574139	2.16768	6.939782
"ENSMUSG00000040610"	0	0	0	0	0	0	0	0.047397	0	0	0	0
"ENSMUSG00000040667"	21.574663	23.269482	7.6582	20.501459	18.653936	19.469553	19.2304	26.096695	19.731972	17.945059	9.448453	20.050058
"ENSMUSG00000040699"	16.399429	11.21068	6.909474	4.799049	9.033621	6.801643	3.984688	6.460141	3.810983	24.94665	2.593212	5.660094
"ENSMUSG00000040711"	16.35401	15.642696	10.166351	57.796761	48.369476	53.028332	19.695766	23.037029	12.802264	6.315344	0.532997	4.101413
"ENSMUSG00000040746"	14.655689	11.714799	5.563725	15.965782	17.680145	23.769979	16.318371	18.694521	9.597479	38.581448	15.526974	30.195299
"ENSMUSG00000040767"	1.21619	1.759479	0.942813	2.157164	1.337422	0.370573	1.779092	1.951406	2.824911	2.207374	0.832716	1.344737
"ENSMUSG00000040829"	8.343989	1.144822	11.254092	1.786913	1.099281	1.350165	0	0.363379	0	0.488612	0.287258	1.184525
"ENSMUSG00000040838"	0	0	0	0.227014	0.320834	0.090622	0	0	0.01726	0.268918	0	0.058935
"ENSMUSG00000040850"	35.778774	32.98737	14.379232	28.912226	31.350203	28.290979	40.814262	46.450211	31.307018	23.426464	11.160654	29.054007
"ENSMUSG00000040875"	0	0	0	2.71689	3.086882	1.262123	2.732309	1.466848	0.998483	0.047291	1.88634	4.469625
"ENSMUSG00000040904"	10.813006	14.313934	3.928037	2.735054	3.410769	1.014765	3.678157	9.911059	7.257696	3.176617	2.051638	8.619403
"ENSMUSG00000040936"	1.613907	0.958806	0.614413	3.900474	2.945473	6.089728	4.918079	5.330844	3.208746	8.083091	2.56837	5.283142
"ENSMUSG00000040938"	0	0	0.078843	0	0	0	0.493918	0.74785	0	0	9.845266	19.218809
"ENSMUSG00000040963"	0.170919	0	0.631546	0	0	0.043415	0	0	0	0	0	0
"ENSMUSG00000040978"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041012"	1.152617	0	0.073667	0	0	1.645778	0.515422	0.794945	0.063164	1.991471	10.911756	13.931521
"ENSMUSG00000041046"	0	0	0	0.310571	0.414237	0.618549	0	0	0	0	1.10967	0
"ENSMUSG00000041126"	5.063057	2.545341	3.218374	5.814252	4.323914	6.723993	13.119348	16.569628	11.987204	2.630519	3.124614	7.598197
"ENSMUSG00000041138"	0.19397	0.090173	0	0	0	0.45664	0	0	0	0	0	0
"ENSMUSG00000041165"	0	0	0	1.960515	2.617534	1.328444	0.217488	1.0106	0.707949	0	0	0
"ENSMUSG00000041189"	0.679268	0	0.497542	4.117033	4.576365	5.874436	43.593315	50.270454	24.528734	0	11.065466	8.973048
"ENSMUSG00000041236"	32.107121	24.178591	17.236868	25.985851	25.049623	24.554676	19.815865	18.144901	12.787751	8.302984	5.34745	13.618601
"ENSMUSG00000041278"	12.4854	12.545278	4.001848	10.245244	7.428162	7.515807	6.975477	10.471985	9.81627	10.648685	4.697258	8.488746
"ENSMUSG00000041287"	0.8729	0	0.063862	0	0.182028	2.050244	0	0	0.579012	0	0.477544	1.107814
"ENSMUSG00000041324"	0.299027	0.506545	0.131485	2.051924	3.429608	2.28515	0.601046	0.787796	0.358993	6.619376	0.122883	0.122193
"ENSMUSG00000041329"	0.634774	0.407575	0.248089	4.277809	5.089721	2.964085	36.173138	35.502808	8.582765	0	7.299509	7.453592
"ENSMUSG00000041592"	0	0	0	0.904091	1.35226	1.447101	2.46852	2.594771	1.626813	0.066378	0.027304	0.244214
"ENSMUSG00000041598"	4.576802	5.876625	2.179203	8.051462	9.045506	8.719711	5.542465	8.829184	3.226314	6.356318	3.816482	9.569145
"ENSMUSG00000041608"	0	0.335723	0	0	0	0.072504	0	0	0	30.800817	0	0
"ENSMUSG00000041623"	4.88936	3.281859	0.704787	5.464467	5.079644	6.335995	5.239453	7.54803	4.468699	5.444421	1.111449	3.787496
"ENSMUSG00000041629"	5.921101	7.034506	2.077521	6.873522	5.462277	5.079091	6.241477	7.936889	4.77618	8.24309	2.999051	4.881719
"ENSMUSG00000041654"	5.216699	5.577209	1.962559	4.257611	5.429147	4.553376	1.385737	1.533953	2.643661	4.33479	0	4.338833
"ENSMUSG00000041695"	1.894266	2.909594	1.864387	0.65478	0.916882	0.308684	4.921313	5.533168	0.926564	53.513203	1.972283	2.737913
"ENSMUSG00000041794"	0	0	0	0	0	0.150272	0	0	0	0	0.791953	3.938954
"ENSMUSG00000041828"	0.287578	0.247509	0.169527	204.986252	123.365059	160.373962	10.730088	14.202827	2.221826	0.055555	2.255235	0.5308
"ENSMUSG00000041895"	2.088609	2.439081	1.742692	43.908421	46.267719	41.601894	15.968449	18.650482	18.625584	4.650039	3.367408	19.589346
"ENSMUSG00000041920"	22.05308	27.461739	10.129681	2.795961	2.021306	3.465721	1.624792	0.476568	1.030879	56.050255	1.581207	4.668574
"ENSMUSG00000041958"	12.159247	10.223293	4.941114	10.977569	11.96801	12.529353	4.385127	5.77457	4.71282	9.590912	0.963277	3.297669
"ENSMUSG00000041961"	1.895367	2.104955	1.625616	3.032888	2.726736	2.784665	7.258318	8.100723	4.872151	0.904106	0.654836	0.928026
"ENSMUSG00000042032"	18.48933	14.234113	8.2766	20.770288	25.14283	23.833117	13.306151	14.984841	10.493936	25.307943	8.253917	19.349689
"ENSMUSG00000042148"	2.215588	2.118188	0.966221	1.624636	1.402851	1.938155	2.789557	3.209717	2.348337	1.061393	0.725242	1.267183
"ENSMUSG00000042189"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000042200"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000042208"	7.455204	7.532389	2.954422	10.662853	9.942038	9.803155	7.22295	8.14741	6.148616	3.044802	4.813858	7.687884
"ENSMUSG00000042243"	0	0	0	2.317695	0.658871	1.282726	0	0	0	0	0	0
"ENSMUSG00000042298"	11.473897	15.758247	5.260897	18.593271	22.254488	18.112129	21.036505	20.593468	14.224846	20.583195	6.354521	11.715159
"ENSMUSG00000042302"	2.278493	0.835916	1.154088	43.226284	30.583332	35.711021	9.574137	9.683079	6.468957	0.202353	2.819828	10.245234
"ENSMUSG00000042331"	17.366858	16.313881	9.92209	3.923291	5.807289	3.132065	6.232629	11.497928	3.249645	20.940617	1.524641	2.871126
"ENSMUSG00000042363"	0.255015	0	0.184051	11.474347	12.059276	10.388741	8.454958	9.352499	2.462255	0	5.617288	7.060037
"ENSMUSG00000042371"	0.45183	0	0.125523	0.62667	1.065637	0.870211	0	0.249249	0.182396	0	0.625208	1.356274
"ENSMUSG00000042569"	2.006325	1.674256	0.79437	1.910342	1.709674	2.422964	2.111197	2.136128	1.98336	1.598299	0.909057	1.759625
"ENSMUSG00000042650"	12.94474	14.11946	6.300718	19.011183	23.302738	22.584959	11.962757	14.391703	10.233891	22.33285	6.488714	13.889693
"ENSMUSG00000042787"	1.326201	0.545488	0.445144	1.14789	1.018364	1.440698	1.272958	1.497629	1.486317	0.434461	0.359773	1.87041
"ENSMUSG00000042842"	0	0	0.345508	0.1832	0.31596	0.520271	0	0.241269	0.427164	0	0.552718	0
"ENSMUSG00000042869"	0.31355	0.124101	0.037306	0	0	0	0	0	0	0.419311	0	0
"ENSMUSG00000043029"	0	0	0	0.272661	0	0.273616	0.097471	0	0.085077	0	0	0
"ENSMUSG00000043099"	0	0	0	32.973324	33.752937	43.19516	6.421841	12.447088	1.922518	4.621543	11.463285	15.472001
"ENSMUSG00000043183"	5.639629	7.389288	3.124721	8.720317	12.393906	8.503789	15.837573	15.027825	5.816228	12.102775	4.130892	7.755715
"ENSMUSG00000043314"	0	0.005882	0	0	0.020255	0.019836	0	0	0	0	0.005538	0
"ENSMUSG00000043372"	1.217303	0	0.816698	0.627344	0	0	2.135275	1.387259	1.050732	0.531803	0	0.271266
"ENSMUSG00000043419"	4.449507	1.250008	0.800248	5.172113	6.469295	2.679476	1.779822	3.749998	2.196411	1.769184	0.293255	10.027099
"ENSMUSG00000043439"	0.204076	0.025199	0.117188	0.078185	0.728288	0.156207	0.263096	0.431752	0.214795	0	0.088412	0.454962
"ENSMUSG00000043448"	0	0	0	0	0	0.272557	0	0	0.049531	0	0.091628	0
"ENSMUSG00000043602"	0	0	0.270607	0.774682	0	1.737633	1.591085	0	0	0	0.592993	2.46184
"ENSMUSG00000043631"	0.210843	0.045734	0.080004	58.227985	68.288368	63.829517	13.180218	16.050196	3.042028	0.455046	17.133097	24.136055
"ENSMUSG00000043648"	0	0.593771	0	1.303571	0	1.390337	2.653343	2.457961	2.655123	0	1.080829	3.222401
"ENSMUSG00000043692"	0	0	0	0	0	0	0	0	0.000366	0	0	0
"ENSMUSG00000043857"	0	0	0	0	0	0	0.302494	0.172095	0	0	0	0
"ENSMUSG00000043880"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000043986"	0	0	0	0	0.203831	0	0	0	0	0	0	0
"ENSMUSG00000043999"	0	0	0	0	0.301044	1.555599	0	1.739993	0.809967	0	0	0
"ENSMUSG00000044034"	0	0	0	0	0	0.275386	0	0	0	0	0.652475	0
"ENSMUSG00000044052"	0	0	0.146862	0	0.815591	0.638492	0.364682	0	0.294717	0	0	0
"ENSMUSG00000044056"	0.938513	0	0.342701	7.28503	10.758005	13.565049	6.326769	7.403875	3.655898	0	0.568431	3.536414
"ENSMUSG00000044066"	17.549402	17.241016	6.952062	14.840433	15.333362	11.642853	10.664494	15.392102	8.099011	19.201939	9.134398	15.453668
"ENSMUSG00000044068"	1.621612	1.035232	1.904665	2.726703	2.406791	2.719549	1.041192	1.857949	1.344103	9.072591	5.662381	2.512831
"ENSMUSG00000044072"	2.432666	2.869848	0.853053	1.716587	3.136431	3.219191	2.401139	4.319152	3.218496	1.224514	1.806975	4.189145
"ENSMUSG00000044084"	0	0	0	1.001061	1.293033	1.702469	0.279064	0.222702	0	0	0.12356	2.323435
"ENSMUSG00000044122"	1.384273	0.334934	0.153859	2.966374	7.215506	4.415036	2.519618	3.548585	2.409457	1.546388	0.931191	1.422012
"ENSMUSG00000044164"	0	0	0	0.746897	0	0.285797	0	0	0	0	0	0
"ENSMUSG00000044170"	0	0	0	0	0	0	0	0.088913	0	0	0	0
"ENSMUSG00000044231"	0.035957	0.11081	0.055754	0.428568	0.184031	0.183346	0.751982	0.394576	0.23951	0	0.053651	0.028848
"ENSMUSG00000044296"	0	0	0	3.382843	3.095446	2.174046	0	0.509288	0.216687	0	0	0
"ENSMUSG00000044328"	1.852602	0.649983	1.048044	9.653867	8.205947	7.900922	3.253331	4.226643	2.635641	2.284712	1.297668	3.857041
"ENSMUSG00000044352"	0	0	0	0.223026	0.157837	0.0456	0.03394	0.340762	0.024336	0.158212	0.02772	0.063983
"ENSMUSG00000044367"	1.542659	1.045584	0.477697	0.665109	0	0.438807	0	1.281629	0	0	15.20376	21.947563
"ENSMUSG00000044444"	0.114269	0.307528	0	0	0	0	0	0.010637	0.010121	0	0	0
"ENSMUSG00000044534"	0	0	0	0.619866	0	1.0208	0	0	0	0	0	0
"ENSMUSG00000044566"	0.352401	0.10377	0.065171	1.095792	1.186437	0.427272	0.76802	0.308116	0.387013	0.879399	0	0.390533
"ENSMUSG00000044629"	2.945463	1.775417	1.813017	20.405596	14.100221	15.746874	5.361816	4.814828	3.745522	0.569086	1.446084	3.850849
"ENSMUSG00000044649"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000044707"	0	0	0	0	0.131283	0	0	0.283502	0	2.328285	0.303581	0.954711
"ENSMUSG00000044734"	0.483175	0.755143	0.31398	2.761079	4.814375	4.755587	1.436601	1.586742	3.098558	2.347535	2.558403	5.11398
"ENSMUSG00000044787"	0	0.352312	0	2.670291	0.919559	0.73331	3.16046	1.548042	1.121021	1.17895	0	0
"ENSMUSG00000044807"	0	0	0	25.486908	25.146652	27.468426	6.597979	8.000687	4.490572	0	0	0
"ENSMUSG00000044811"	94.240669	70.124962	43.148376	0	0	0	0	0	0	70.421394	0	0
"ENSMUSG00000044949"	0.683443	0.921234	0.966958	38.936272	40.141781	45.343712	19.445648	18.620979	11.332922	0.404646	1.480432	5.111379
"ENSMUSG00000044950"	16.046795	10.850852	5.565601	11.902279	9.741319	11.066394	15.69289	22.568539	11.62384	15.254128	7.033901	13.014697
"ENSMUSG00000044951"	0	0.063988	0	0	0	0	9.316109	9.372523	0.86282	0	0	0
"ENSMUSG00000044966"	12.824935	22.609291	2.727326	6.523689	2.804049	4.004556	1.444211	2.496318	2.157803	230.080872	0.340267	0
"ENSMUSG00000045007"	0	0.096152	0.107089	1.203391	1.188728	1.636405	0.962556	0.797657	0.529447	0	0.316455	0.761258
