"gene"	"Young.Resolving-Mac.D7_2"	"Young.Resolving-Mac.D7_1"	"Young.Resolving-Mac.D7_3"	"Young.FAPs.D7_1"	"Young.FAPs.D7_2"	"Young.FAPs.D7_3"	"Young.MuSCs.D7_3"	"Young.MuSCs.D7_1"	"Young.MuSCs.D7_2"	"Young.ECs.D7_2"	"Young.ECs.D7_1"	"Young.ECs.D7_3"
"ENSMUSG00000026179"	4.756641	6.237752	2.436472	7.724234	7.782934	5.011969	9.590742	13.258739	8.272742	0.657643	20.502249	29.266584
"ENSMUSG00000026185"	0	0	0.42715	128.798187	127.486572	180.759979	195.388657	211.685654	265.062134	0	5.499648	11.215702
"ENSMUSG00000026187"	0.404987	0	0.16462	4.897776	5.595381	4.23533	13.06347	15.105216	20.599264	1.956164	0.054781	0.91437
"ENSMUSG00000026188"	0	0	0	0	0	0	0.206577	0	0.776383	0	0	0
"ENSMUSG00000026189"	1.052982	0	0.59622	2.754421	3.97631	3.711757	2.766942	3.009394	1.526229	0	0.136855	0
"ENSMUSG00000026192"	7.689638	8.557051	2.243375	22.513453	14.062942	22.20863	12.596539	14.734898	13.963737	3.591443	1.067545	4.263553
"ENSMUSG00000026193"	34.162964	263.381317	5.351926	1577.344604	1765.282349	1725.240967	68.206924	91.570175	96.461143	80.075317	5.647225	36.537632
"ENSMUSG00000026196"	0.876749	0.530082	0.134091	0.231537	0.57719	0.546639	3.339319	4.735395	2.589503	0.377426	0.088544	0.735947
"ENSMUSG00000026197"	7.095491	6.729379	2.050719	4.945782	5.653848	3.564081	2.078544	3.220075	3.688508	8.380858	3.416595	4.62835
"ENSMUSG00000026199"	4.942996	3.777528	2.205242	6.384029	6.414073	6.528086	2.869556	2.748849	1.546444	8.654952	1.974451	2.786498
"ENSMUSG00000026200"	5.398017	5.003067	3.256963	15.032209	17.687117	11.285023	4.239735	3.883558	3.746969	4.909883	1.919852	8.276017
"ENSMUSG00000026202"	12.053563	15.902715	3.689587	2.148279	5.396335	2.704144	3.546888	3.179225	5.176769	40.492432	3.759984	1.437454
"ENSMUSG00000026204"	0	0.046864	0	0.700726	1.117306	0.491491	0.602884	1.465067	3.462181	0	0	0
"ENSMUSG00000026207"	0.276272	0	0.619136	2.95369	1.599962	3.799119	14.63524	17.048391	13.797699	0	0.666854	0
"ENSMUSG00000026208"	0.913971	0	1.108184	3.095375	3.761646	2.76564	102.429062	102.367249	95.165443	0	2.405717	2.21321
"ENSMUSG00000026209"	7.429326	9.336522	2.038509	12.268591	11.250354	14.536228	8.732755	8.668873	9.103018	2.2907	5.108346	9.830177
"ENSMUSG00000026211"	0	0	0.099813	18.168495	19.436369	19.555082	6.600361	9.083854	6.066093	0	0.096009	0.490109
"ENSMUSG00000026219"	70.048439	66.997467	22.05938	73.319977	63.073925	65.873405	58.606064	63.271141	48.352077	62.838131	24.918058	58.093513
"ENSMUSG00000026220"	0	0	0.017989	0	0	0	0	0	0	1.315558	0	0
"ENSMUSG00000026222"	270.941193	235.423401	35.471531	37.280094	38.490414	45.179527	6.402704	10.626484	3.366373	171.680801	84.69442	141.696335
"ENSMUSG00000026224"	0.121192	0	0.087883	0.868786	1.325858	1.580023	0.505008	0.410468	0.559678	0.364914	0.026826	1.441362
"ENSMUSG00000026229"	24.604845	30.67758	8.590666	19.460949	17.761349	23.289968	26.686073	33.208805	26.8964	16.799952	9.204048	19.871347
"ENSMUSG00000026234"	65.805229	73.022049	32.723942	49.895073	44.5396	52.719795	72.409225	89.712357	65.675339	93.082085	19.715679	51.214493
"ENSMUSG00000026235"	0	0.12509	0	7.021607	9.216587	10.087365	1.644339	1.622712	0.542057	0	7.084513	9.970658
"ENSMUSG00000026239"	8.691006	6.018865	2.207985	11.629857	15.974971	11.203657	8.427473	11.353089	9.293827	3.861473	4.900469	12.768703
"ENSMUSG00000026240"	3.134818	3.272475	1.312971	2.780013	3.406326	2.837019	3.180674	5.143524	3.232159	1.935419	1.360711	1.868386
"ENSMUSG00000026241"	0	0	0	1.211701	1.16316	1.663081	1.602056	2.798186	0.721679	0	0	0
"ENSMUSG00000026245"	15.25326	13.277304	6.753108	12.519048	8.723592	13.960435	19.109486	18.057627	13.682426	8.934257	4.377131	13.490978
"ENSMUSG00000026246"	0	0	0	0	0.311662	0	0	0	0	0	0	0
"ENSMUSG00000026247"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026249"	3.860691	1.145631	2.693432	48.95348	34.137707	51.328041	22.840479	33.958523	21.954645	0.906952	1.166583	2.356837
"ENSMUSG00000026251"	0	0	0	0	0	0	6.452733	7.450209	15.753793	0	0	0
"ENSMUSG00000026253"	0	0	0.086694	0.091674	0	0.140658	4.834366	6.450253	14.55542	0	0.084514	0
"ENSMUSG00000026254"	26.469519	35.465946	8.373761	31.820644	34.371902	33.609474	24.317268	28.853525	25.565371	26.932085	8.576157	19.727942
"ENSMUSG00000026255"	0	0	0	4.41165	3.068978	10.118918	0.984301	0	0.168919	0	0	2.083353
"ENSMUSG00000026258"	0	0	0	0.532799	0	0.658434	0	0	0	0	0	0
"ENSMUSG00000026259"	0	0	0	0.216541	0.997572	0.92781	0	0.140798	0.339749	0	0	0
"ENSMUSG00000026269"	16.586004	14.072617	6.401957	7.975328	9.685459	9.563967	8.647426	7.5802	6.140768	15.366668	11.824343	18.121519
"ENSMUSG00000026271"	46.456024	47.994282	6.20118	0.899026	3.697491	2.031066	0	0	0.944948	78.684082	0	0.818521
"ENSMUSG00000026272"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026273"	2.186632	0.59951	0.752237	7.000624	4.216381	4.8243	1.853513	3.482356	3.900923	0.069223	0.969305	5.013653
"ENSMUSG00000026274"	0.229016	0.169944	0.072116	2.490647	1.628199	2.358483	1.238139	4.25056	1.804619	0.090989	0.096231	0.652516
"ENSMUSG00000026275"	2.946341	1.92686	1.147146	2.843942	5.072989	3.544499	1.912423	2.921701	2.818164	1.432453	2.035694	2.537654
"ENSMUSG00000026276"	58.752514	49.09066	13.82616	86.399803	105.611214	104.454605	61.404736	35.678226	48.778805	7.353965	22.238987	71.85585
"ENSMUSG00000026277"	7.697637	7.363621	3.27248	19.583376	16.533594	20.560413	12.836248	18.087051	12.626031	8.727518	13.43731	24.094292
"ENSMUSG00000026279"	2.204064	3.245671	1.633912	2.279253	3.23142	4.659451	5.146643	3.562197	3.657071	1.222141	1.43071	3.585525
"ENSMUSG00000026281"	8.247225	2.539658	2.146076	12.588676	10.600943	9.715769	21.959131	31.538061	18.03985	2.156834	3.756911	5.220295
"ENSMUSG00000026283"	3.016557	3.354992	1.278356	3.294991	3.520968	2.955277	4.011903	5.493409	3.113431	3.029823	1.332464	2.270866
"ENSMUSG00000026285"	0.345757	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026288"	95.612129	76.466858	39.3232	0	0	0.057471	0	0.244872	0	96.617508	4.372036	8.474274
"ENSMUSG00000026301"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026303"	0	0	0	0.409783	0.466061	0.124458	0.134915	0.232203	0.257462	0	0	0
"ENSMUSG00000026304"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026307"	8.921511	7.571515	4.348797	6.173772	4.371029	4.37625	5.407406	5.158844	3.251306	3.229797	3.901831	5.463963
"ENSMUSG00000026309"	10.807905	9.360476	3.522966	16.768242	14.202491	16.386648	19.344667	33.164257	15.794275	9.416405	8.071525	10.903785
"ENSMUSG00000026313"	6.640791	10.316504	1.364575	15.832588	8.161427	10.664004	15.573728	19.318335	8.397935	19.071733	3.976335	7.635681
"ENSMUSG00000026315"	17.549353	25.588772	5.21746	2.049937	1.692611	0.34966	1.575145	1.675797	1.418809	3.989561	0.202138	3.449945
"ENSMUSG00000026319"	23.903744	18.695852	10.907934	18.206356	9.849739	17.383923	21.865831	18.02656	9.756971	17.844343	9.765173	15.349336
"ENSMUSG00000026321"	26.706827	32.75193	9.713017	0	0	0	0	0.303417	0	7.870927	0.532231	2.341928
"ENSMUSG00000026339"	8.453519	5.971059	4.612325	11.565445	10.925291	12.363341	5.268154	6.851635	5.235594	11.554829	4.090982	6.462865
"ENSMUSG00000026341"	402.526947	391.577698	106.375397	67.771523	56.686375	63.830948	52.521778	59.487862	60.146778	229.684341	27.316364	71.751595
"ENSMUSG00000026342"	14.535885	11.941669	5.168386	32.318279	27.462027	24.711386	12.228562	13.198892	8.399081	8.913375	1.93311	8.285067
"ENSMUSG00000026344"	0	0	0	0	0	0	0	0.318883	0	0	0	0
"ENSMUSG00000026347"	1.476535	1.149883	0.33047	0.320535	1.003376	0.156268	0.354317	0	0.568981	2.004145	0	0
"ENSMUSG00000026353"	23.629078	25.619383	7.826828	36.112843	25.115568	32.776951	29.414188	28.854158	22.765478	33.279625	10.20618	17.188883
"ENSMUSG00000026354"	0	0	0	0.61749	1.290587	0.97814	0.850362	0.90497	0.408066	0	0	0.685343
"ENSMUSG00000026355"	16.052635	12.955382	4.877871	13.346407	10.016407	11.665786	21.674042	30.611082	24.164999	9.580566	4.662709	12.778075
"ENSMUSG00000026356"	23.184607	23.690168	8.246726	22.420805	15.92826	21.517635	39.128345	40.236656	36.638344	17.217979	10.107677	19.033571
"ENSMUSG00000026357"	11.925729	13.472429	4.325865	0.033325	0	0	0	0	0	13.239538	0	0.080267
"ENSMUSG00000026358"	133.258041	64.272087	91.769798	0.015816	0	0	0.020951	0.015544	0	53.649387	0	0
"ENSMUSG00000026361"	8.57015	7.893599	4.042456	13.162222	10.078629	12.766685	13.400606	16.839182	7.920402	13.996027	6.390612	9.080677
"ENSMUSG00000026368"	0	0	0	0	0	0	0	0.226142	0.119792	0.294204	0	0
"ENSMUSG00000026374"	7.08884	8.732618	2.581378	7.790381	6.325548	8.910786	7.278314	12.374406	7.693312	3.680999	3.65313	5.651715
"ENSMUSG00000026377"	7.434755	8.528739	2.405837	9.341048	7.216804	7.890638	11.071009	10.132933	8.256973	3.534924	1.826639	6.075481
"ENSMUSG00000026380"	0	0	0	0	0.143835	0.684372	0.055327	0.207477	0	0	0	0
"ENSMUSG00000026384"	2.298011	2.484888	1.643966	2.769499	2.581205	2.461946	9.389352	6.938292	4.772586	1.813529	3.236793	8.47226
"ENSMUSG00000026385"	59.970337	70.897743	13.777155	17.193529	22.548721	22.981281	41.931568	39.232006	33.768475	20.594046	8.81219	21.078157
"ENSMUSG00000026387"	0	0	0.141473	0	0	0	0	0	0.119406	0	0	0
"ENSMUSG00000026388"	2.529735	1.066603	0.202675	1.511547	1.637156	1.682119	0.922438	1.336567	1.630046	0	0.700374	2.718124
"ENSMUSG00000026395"	425.914825	249.877609	122.737244	0.073616	0.44154	0.045307	0.011721	0	0.122307	615.823425	0.051365	0.064291
"ENSMUSG00000026398"	0	0	0	0	0	0	0	0	0	0	3.026923	12.77521
"ENSMUSG00000026399"	0.816152	0	1.800916	45.477318	39.467682	55.436897	2.268074	1.514234	1.248229	1.136775	1.97741	10.567158
"ENSMUSG00000026413"	0	0	0	0	0	0	0.945138	1.44101	6.339049	0	0	0
"ENSMUSG00000026414"	0.508663	0	0.195703	0.343476	0.799089	0.309581	28.791256	32.181469	34.039021	0	0	0.4846
"ENSMUSG00000026417"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026421"	9.105573	4.912922	5.729854	13.446445	22.116123	24.250311	27.425611	39.092209	25.171152	2.700926	20.647774	68.524422
"ENSMUSG00000026424"	0	0	0.160709	0	0	0.372203	0	0.732438	0	0	0.055316	0
"ENSMUSG00000026425"	76.492973	72.373856	29.186647	25.803545	24.03694	25.653816	12.856823	19.179224	10.411156	31.383114	35.925255	48.11422
"ENSMUSG00000026426"	35.585918	37.112923	13.929117	8.967208	13.901764	10.662939	9.695024	11.43475	6.7163	27.789137	5.959235	6.35088
"ENSMUSG00000026427"	5.466549	3.995385	1.648493	6.567165	7.453409	9.069883	6.116064	5.627763	5.217471	17.604572	3.030775	4.598542
"ENSMUSG00000026429"	0.882509	0.571655	0.316511	0.180308	0.271717	0.226468	2.036596	1.908653	1.865789	0.545064	0.091162	0.769501
"ENSMUSG00000026430"	27.310749	22.270283	7.283098	7.091986	8.708589	8.490965	0.968038	1.727944	0.7933	47.79837	0.493912	0
"ENSMUSG00000026433"	13.578167	12.617933	2.530345	2.941124	4.204012	4.873506	3.138938	4.213987	0.81738	4.43382	1.777709	6.004961
"ENSMUSG00000026435"	0	0	0	0	0.95855	0	0	0	0	0	0	0
"ENSMUSG00000026439"	8.83637	6.619854	2.994102	9.738194	6.558307	8.409103	6.31901	8.127769	5.012177	9.885069	3.70482	7.165944
"ENSMUSG00000026443"	0	0	0	6.801625	4.449403	5.25999	1.154029	0	0.260755	0	0	0
"ENSMUSG00000026447"	0	0.060603	0.057312	2.836146	4.556301	2.639278	8.493003	7.589008	5.045901	2.075824	12.916879	32.900753
"ENSMUSG00000026450"	0	0	0	0	0	0	0	0.113072	0	0	0	0
"ENSMUSG00000026452"	0	0	0	1.361724	3.476182	2.064882	0.404864	2.821769	1.176977	0	0.115044	0
"ENSMUSG00000026455"	1.20278	0.596323	0.282508	4.643861	4.337254	4.982704	7.779166	7.282456	3.491736	4.756311	2.602535	4.20018
"ENSMUSG00000026456"	19.698786	10.754596	5.089316	5.617291	3.900258	4.1101	12.851848	13.299677	10.488043	32.678379	16.515472	16.136648
"ENSMUSG00000026458"	19.629669	8.708097	5.170763	0.377512	0.628986	0.892234	2.85954	3.72735	2.494334	0.50361	0.156027	0.586556
"ENSMUSG00000026459"	0.759753	0	0.360498	0	0	0	85.596786	88.18129	36.550545	0	0	0
"ENSMUSG00000026463"	2.48555	4.972831	0.555515	10.549774	15.92993	9.727033	37.198685	37.69669	30.373499	2.022602	13.750687	33.863228
"ENSMUSG00000026468"	0	0	0	0.17161	0	0	0	0.146142	0	0	0	0
"ENSMUSG00000026469"	23.788252	21.051615	11.129133	16.476948	17.236507	14.773717	21.442213	21.282402	15.562254	46.689728	9.105597	24.284262
"ENSMUSG00000026471"	5.771647	1.577877	1.964167	9.842518	8.307529	7.398063	2.607955	4.225362	2.702267	0.84101	1.098884	3.338506
"ENSMUSG00000026473"	43.341454	33.937595	35.564106	36.612484	33.879475	27.033422	59.09103	51.468555	31.152328	29.024752	16.764959	44.65741
"ENSMUSG00000026475"	0	0	0.193943	2.953019	7.670739	3.239995	9.759069	14.089746	5.186457	0	1.118653	12.423085
"ENSMUSG00000026478"	1.505703	4.870858	1.970153	237.313629	172.511017	205.32872	81.444138	89.041573	28.508589	2.466624	25.385971	109.056198
"ENSMUSG00000026479"	0.000878	0	0.008958	4.54678	3.340579	6.590794	1.711693	1.390155	0.656776	0	0.070431	1.165508
"ENSMUSG00000026483"	24.884569	16.85742	8.737156	57.371288	52.257656	52.41975	13.202544	15.26171	4.722247	43.46867	5.796059	11.343541
"ENSMUSG00000026484"	20.903864	18.36417	9.778258	25.848492	22.063414	28.40082	20.742352	23.532341	16.069201	16.303505	4.421022	18.812719
"ENSMUSG00000026489"	0.833516	0.240913	1.510401	3.337719	2.7811	5.15356	4.80919	8.17997	4.623448	0	1.061501	6.548622
"ENSMUSG00000026490"	0.058233	0.237851	0.21246	41.74284	39.641914	49.237995	49.387226	49.716976	33.154034	0.413379	61.61776	63.48399
"ENSMUSG00000026492"	4.681578	5.347093	2.625463	5.200785	5.501489	5.068427	9.577821	7.940894	7.670658	6.123666	2.685831	6.191279
"ENSMUSG00000026495"	0.357247	0.227059	0.371436	1.295785	0	1.605079	0.785648	0.510438	0.561076	2.683256	0.378712	0.592317
"ENSMUSG00000026497"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026502"	4.326468	5.573119	2.563594	12.716681	11.327824	11.061236	8.583151	10.508124	7.178212	4.567483	2.063136	5.641748
"ENSMUSG00000026504"	15.406516	11.693892	4.929652	10.198864	9.496069	15.865385	5.889258	7.44508	5.951499	9.685566	4.470446	7.492617
"ENSMUSG00000026509"	34.162537	61.048882	8.52259	57.304447	51.44165	65.70488	42.415417	55.597908	50.664577	11.280231	23.782213	37.108383
"ENSMUSG00000026516"	4.948823	4.209604	2.289666	9.119915	7.18398	9.018023	16.415854	15.801386	6.889902	6.67572	5.451065	6.681284
"ENSMUSG00000026523"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026526"	7.878166	7.09869	3.039607	8.051449	6.792104	4.220168	10.127398	12.471228	11.010043	3.236018	2.604048	5.196169
"ENSMUSG00000026527"	0	0	0	0.347449	0	0.427826	0.026217	0.165695	0	0	0	0
"ENSMUSG00000026535"	0.567989	0	0.401937	0	0	0.455328	0	0	0	0	0	0
"ENSMUSG00000026536"	277.478546	186.605148	29.553421	116.623451	74.720787	86.43219	6.69636	7.587016	6.742126	29.082994	2.822056	10.165922
"ENSMUSG00000026542"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026544"	0	0.756044	0.681374	0	1.674206	2.136595	0.363329	0.975542	1.51283	0	0.639921	3.816263
"ENSMUSG00000026546"	2.360371	1.504707	1.08	6.033779	6.942339	9.252883	1.692987	2.893847	1.74736	0.80477	2.050271	18.724054
"ENSMUSG00000026548"	55.938686	10.621419	18.452282	0	0.962361	0.618146	0	0	0.1517	3.399486	0	0
"ENSMUSG00000026553"	60.408482	57.39698	20.101122	109.215759	106.430054	116.499168	64.428215	78.993279	70.698792	42.533234	19.830221	52.270596
"ENSMUSG00000026558"	4.509937	15.47156	0.33758	7.338706	6.729362	5.483775	11.428638	15.709776	10.700637	7.35581	0.598067	4.888034
"ENSMUSG00000026564"	0	0	0	0	0	0	1.364024	1.688704	2.275387	0	0	0
"ENSMUSG00000026565"	10.279902	9.08469	3.735985	6.239905	7.542679	5.433404	10.081833	11.567518	8.448334	13.139846	7.813681	9.302256
"ENSMUSG00000026567"	1.247917	0.108524	0.092992	0.831749	0.818593	0.653571	0.036349	1.277131	0.108509	0.331203	0	0.819101
"ENSMUSG00000026568"	9.261642	10.328117	3.464246	10.228142	12.032238	9.971067	9.138	8.59662	5.64511	12.484852	3.01915	2.816756
"ENSMUSG00000026572"	0	0	0.012276	0.121678	0	0	0	0.406831	0.216515	0	0	0.860542
"ENSMUSG00000026573"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026574"	0	0	0.461618	351.136597	268.047272	349.796234	17.98645	23.276773	0.90846	0	0	0.968306
"ENSMUSG00000026576"	0.374339	0	0.180374	17.049208	12.114876	15.31904	6.979537	7.19788	8.675576	0	1.460681	0.156053
"ENSMUSG00000026577"	4.588799	4.290737	1.303079	6.883715	6.535089	8.070442	3.9001	4.554844	4.135742	3.096525	2.395329	2.301651
"ENSMUSG00000026578"	1.872676	1.639773	1.09798	2.028637	1.979853	2.695578	2.11681	2.607637	2.74298	1.873587	1.304742	3.361957
"ENSMUSG00000026579"	1.363793	4.658859	0.055725	0	0	0	0.098196	0.098729	0	6.298147	0.189424	1.208169
"ENSMUSG00000026580"	0	1.136861	0	0	0.03385	0	0	0.322187	0	7.483217	1.335926	44.887329
"ENSMUSG00000026582"	0	0	0	1.884596	2.197198	0.720375	0	0	0	0.988738	0.818261	17.664644
"ENSMUSG00000026584"	7.660323	5.911898	3.469075	8.833882	6.136093	7.627811	5.01677	9.634548	3.85928	7.576219	4.232482	4.96724
"ENSMUSG00000026586"	0	0.008773	0.353912	69.622162	80.895393	80.63784	23.389635	35.294209	26.660789	0	1.105922	0.849441
"ENSMUSG00000026587"	0	0	0	0.482604	0.48807	0.321661	1.686313	1.293729	0.282336	0	0.103888	0
"ENSMUSG00000026592"	0	0	0	0.619398	0	0.598408	0.402659	0.488197	0.149017	0	0.341119	1.864796
"ENSMUSG00000026594"	3.580066	2.837862	2.330823	5.780628	3.648105	6.14523	18.840616	18.928988	15.59229	0.466703	0.079415	0
"ENSMUSG00000026596"	15.529171	22.022106	6.104823	17.267551	14.964601	21.778639	9.267098	11.669212	9.689593	14.054381	3.089531	7.436961
"ENSMUSG00000026600"	74.041954	77.845848	34.994102	12.978954	13.615933	12.445847	16.556765	20.726566	22.22193	44.299313	1.201567	5.257446
"ENSMUSG00000026601"	1.799434	2.598176	0.545797	0.383821	0.446329	0.517721	0.376014	1.47494	2.357138	1.682001	0	0
"ENSMUSG00000026602"	0.132623	0	0	0	0	0	0	0	0.10857	0	0	0
"ENSMUSG00000026603"	0.922609	1.401114	1.27372	11.0385	5.305162	12.676057	8.457631	11.610871	7.860061	0.152026	1.121473	6.148043
"ENSMUSG00000026605"	1.567021	0.361204	0.456123	0.251703	1.068312	0.595847	8.918565	10.591015	8.602699	0.457993	0.04734	6.035102
"ENSMUSG00000026608"	2.580894	1.866292	0.470059	7.150029	4.369983	6.005927	6.70515	7.69957	4.698086	1.125236	3.090391	4.169264
"ENSMUSG00000026609"	0	0	0.017009	0.014651	0.014985	0.052441	0.184987	0	0.048473	0	0.008742	0.261792
"ENSMUSG00000026610"	0	0	0	0.119993	0.165844	0.945029	0.655273	0.587107	0.427981	0	0	0
"ENSMUSG00000026611"	0	0	0	0.200718	0	0.20769	0	0	0.132485	0	0	0
"ENSMUSG00000026614"	0	0	0	0	0	0.448022	0	0	0	0	0	0
"ENSMUSG00000026616"	0	0	0.231451	1.303444	0	0	0	0.205688	0	0.778247	0.662638	1.004576
"ENSMUSG00000026617"	5.418344	3.795596	1.713906	3.242584	3.062645	4.142233	8.601694	9.907046	5.396502	1.18804	1.992647	1.802081
"ENSMUSG00000026620"	0	0	0	4.956387	4.09424	4.17136	7.268654	9.049378	2.203319	0	1.6347	0
"ENSMUSG00000026621"	0	0	0	0.636105	0.244539	0.851763	0	0.316615	0	0	0	1.827941
"ENSMUSG00000026627"	22.999641	15.293758	10.876162	2.695905	3.293381	3.778407	3.673112	3.226478	1.674338	8.080109	2.758335	6.024943
"ENSMUSG00000026634"	11.127187	9.048155	4.575312	14.578447	12.595599	15.570457	8.510142	10.824068	9.15255	15.701797	7.643146	11.171193
"ENSMUSG00000026637"	10.181291	4.404335	3.27713	9.127323	9.047196	5.400707	5.348422	3.75035	2.859688	6.381001	3.283561	9.177994
"ENSMUSG00000026638"	0	0	0	0	0	0	0	0.904591	0.19304	0	0.341004	0
"ENSMUSG00000026641"	16.704462	8.510608	5.157609	4.012782	4.472585	6.681927	2.781344	7.038811	3.621302	3.649975	3.392622	7.685962
"ENSMUSG00000026644"	0	0	0	0	0	0	0	0	0.712144	0	0	0
"ENSMUSG00000026645"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026648"	78.682587	68.290314	29.64167	4.065002	2.313724	3.250295	5.642562	4.095658	5.074903	99.376366	2.266688	2.342767
"ENSMUSG00000026649"	1.449087	0.734477	1.829188	0.723144	1.285605	0.858266	0	1.417315	3.35054	0	0.872154	0
"ENSMUSG00000026650"	2.321751	0.519306	0.267114	0	0	0	0	0	0	5.212461	0	0
"ENSMUSG00000026655"	33.338749	58.821026	12.251935	4.705837	6.30689	5.585873	9.970198	13.921565	3.650708	385.441071	1.607941	1.480466
"ENSMUSG00000026656"	322.554688	163.812759	124.3834	0	0	0.19228	0.764785	0.321867	0.086215	53.146347	0	0
"ENSMUSG00000026657"	35.440414	20.973801	8.869577	20.693346	20.17922	20.438892	18.753475	27.201872	17.373894	4.978207	5.172876	32.534096
"ENSMUSG00000026662"	4.966727	3.724262	1.323379	6.615248	7.485869	6.68826	6.306672	9.860714	5.632106	2.02883	2.73416	5.840287
"ENSMUSG00000026663"	44.799019	37.913197	12.276083	9.566522	8.95978	12.047148	12.56488	14.333941	12.022448	23.920248	4.472178	7.661741
"ENSMUSG00000026664"	24.740858	19.86388	8.459039	15.471894	11.886919	16.022844	7.753305	8.853909	8.416743	32.26963	1.873576	2.453667
"ENSMUSG00000026667"	17.561672	15.017	8.463843	5.705993	5.536545	5.859549	8.728987	11.177876	7.542348	16.744282	6.573788	12.312859
"ENSMUSG00000026668"	0	0	0	0	0	0.242656	0	0	0	0	0	0
"ENSMUSG00000026670"	14.325359	15.654642	6.781655	76.140915	70.731201	86.01149	23.366404	29.710283	17.708214	18.162485	10.834003	23.064802
